"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14","Age 15","Age 16","Age 17","Age 18","Age 19","Age 20","Age 21","Age 22","Age 23","Age 24","Age 25","Age 26","Age 27","Age 28","Age 29","Age 30","Age 31","Age 32","Age 33","Age 34","Age 35","Age 36","Age 37","Age 38","Age 39","Age 40","Age 41","Age 42","Age 43","Age 44","Age 45","Age 46","Age 47","Age 48","Age 49","Age 50","Age 51","Age 52","Age 53","Age 54","Age 55","Age 56","Age 57","Age 58","Age 59","Age 60","Age 61","Age 62","Age 63","Age 64","Age 65","Age 66","Age 67","Age 68","Age 69","Age 70"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
"CV",0.330598046951362,0.330598046951362,0.209034332225227,0.168943443593548,0.149225525391159,0.137660662736461,0.130175598237003,0.125024691527598,0.12133515916263,0.11862215458716,0.116594800131776,0.115068019743433,0.113918455356357,0.113060729558461,0.112433881405565,0.111993227914524,0.111705277500803,0.111544438677552,0.111490825858984,0.111528758071802,0.111645708056896,0.111831551631288,0.112078021773007,0.112378305121984,0.112726739358991,0.113118583216824,0.113549839568947,0.114017117834812,0.114517525872725,0.115048584242624,0.115608157619168,0.116194399482512,0.11680570718233,0.11744068517473,0.118098114749453,0.118776928949328,0.119476191672426,0.120195080165621,0.120932870284864,0.121688924025624,0.12246267892624,0.123253639024464,0.124061367108368,0.124885478050921,0.125725633055901,0.126581534673376,0.127452922467712,0.128339569240935,0.129241277730507,0.130157877713767,0.131089223462138,0.132035191497129,0.132995678607544,0.133970600093418,0.134959888207334,0.135963490768029,0.136981369924786,0.138013501054126,0.139059871772863,0.140120481053757,0.141195338431814,0.142284463290879,0.143387884221472,0.144505638442003,0.145637771276441,0.146784335682417,0.14794539182442,0.149121006687424,0.150311253726806,0.151516212550908,0.152735968633011
"SD",0.330598046951362,0.330598046951362,0.418068664450454,0.506830330780645,0.596902101564635,0.688303313682305,0.781053589422015,0.875172840693187,0.970681273301038,1.06759939128444,1.16594800131776,1.26574821717776,1.36702146427628,1.46978948425999,1.5740743396779,1.67989841871785,1.78728444001285,1.89625545751838,2.00683486546172,2.11904640336424,2.23291416113793,2.34846258425704,2.46571647900615,2.58470101780564,2.70544174461578,2.82796458042059,2.95229582879263,3.07846218153994,3.2064907244363,3.33640894303611,3.46824472857505,3.60202638395788,3.73778262983455,3.87554261076608,4.0153359014814,4.15719251322649,4.30114290020735,4.44721796612797,4.59544907082484,4.74586803699933,4.89850715704958,5.05339920000303,5.21057741855144,5.37007555618962,5.53192785445966,5.69616906030194,5.86283443351475,6.03195975432394,6.20358133106436,6.3777360079746,6.55446117310689,6.73379476635359,6.91577528759231,7.10044180495117,7.28783396319603,7.47799199224158,7.67095671578802,7.86676956008518,8.06547256282608,8.26710838217168,8.47172030590887,8.67935226074361,8.89004882173129,9.10385522184618,9.32081736169222,9.54098181935708,9.76439586041171,9.99110744805743,10.2211652534228,10.4546186660126,10.6915178043108
"Expected_age",0.5,1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5
