"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14","Age 15","Age 16","Age 17","Age 18","Age 19","Age 20","Age 21","Age 22","Age 23","Age 24","Age 25","Age 26","Age 27","Age 28","Age 29","Age 30","Age 31","Age 32","Age 33","Age 34","Age 35","Age 36","Age 37","Age 38","Age 39","Age 40","Age 41","Age 42","Age 43","Age 44","Age 45","Age 46","Age 47","Age 48","Age 49","Age 50","Age 51","Age 52","Age 53","Age 54","Age 55","Age 56","Age 57","Age 58","Age 59","Age 60","Age 61","Age 62","Age 63","Age 64","Age 65","Age 66","Age 67","Age 68","Age 69","Age 70"
"Reader",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
"CV",0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003,0.170930196851003
"SD",0.170930196851003,0.170930196851003,0.341860393702006,0.512790590553009,0.683720787404012,0.854650984255015,1.02558118110602,1.19651137795702,1.36744157480802,1.53837177165903,1.70930196851003,1.88023216536103,2.05116236221204,2.22209255906304,2.39302275591404,2.56395295276505,2.73488314961605,2.90581334646705,3.07674354331805,3.24767374016906,3.41860393702006,3.58953413387106,3.76046433072207,3.93139452757307,4.10232472442407,4.27325492127507,4.44418511812608,4.61511531497708,4.78604551182808,4.95697570867909,5.12790590553009,5.29883610238109,5.4697662992321,5.6406964960831,5.8116266929341,5.9825568897851,6.15348708663611,6.32441728348711,6.49534748033811,6.66627767718912,6.83720787404012,7.00813807089112,7.17906826774213,7.34999846459313,7.52092866144413,7.69185885829514,7.86278905514614,8.03371925199714,8.20464944884814,8.37557964569915,8.54650984255015,8.71744003940115,8.88837023625216,9.05930043310316,9.23023062995416,9.40116082680517,9.57209102365617,9.74302122050717,9.91395141735817,10.0848816142092,10.2558118110602,10.4267420079112,10.5976722047622,10.7686024016132,10.9395325984642,11.1104627953152,11.2813929921662,11.4523231890172,11.6232533858682,11.7941835827192,11.9651137795702
"Expected_age",0.489445241541642,1.46833572462493,2.44722620770821,3.42611669079149,4.40500717387478,5.38389765695806,6.36278814004134,7.34167862312463,8.32056910620791,9.29945958929119,10.2783500723745,11.2572405554578,12.236131038541,13.2150215216243,14.1939120047076,15.1728024877909,16.1516929708742,17.1305834539575,18.1094739370407,19.088364420124,20.0672549032073,21.0461453862906,22.0250358693739,23.0039263524572,23.9828168355404,24.9617073186237,25.940597801707,26.9194882847903,27.8983787678736,28.8772692509569,29.8561597340401,30.8350502171234,31.8139407002067,32.79283118329,33.7717216663733,34.7506121494566,35.7295026325398,36.7083931156231,37.6872835987064,38.6661740817897,39.645064564873,40.6239550479563,41.6028455310395,42.5817360141228,43.5606264972061,44.5395169802894,45.5184074633727,46.497297946456,47.4761884295392,48.4550789126225,49.4339693957058,50.4128598787891,51.3917503618724,52.3706408449557,53.349531328039,54.3284218111222,55.3073122942055,56.2862027772888,57.2650932603721,58.2439837434554,59.2228742265387,60.2017647096219,61.1806551927052,62.1595456757885,63.1384361588718,64.1173266419551,65.0962171250384,66.0751076081216,67.0539980912049,68.0328885742882,69.0117790573715
