"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14","Age 15","Age 16","Age 17","Age 18","Age 19","Age 20","Age 21","Age 22","Age 23","Age 24","Age 25","Age 26","Age 27","Age 28","Age 29","Age 30","Age 31","Age 32","Age 33","Age 34","Age 35","Age 36","Age 37","Age 38","Age 39","Age 40","Age 41","Age 42","Age 43","Age 44","Age 45","Age 46","Age 47","Age 48","Age 49","Age 50","Age 51","Age 52","Age 53","Age 54","Age 55","Age 56","Age 57","Age 58","Age 59","Age 60","Age 61","Age 62","Age 63","Age 64","Age 65","Age 66","Age 67","Age 68","Age 69","Age 70"
"Reader",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
"CV",0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838,0.173558290064838
"SD",0.173558290064838,0.173558290064838,0.347116580129675,0.520674870194513,0.69423316025935,0.867791450324188,1.04134974038903,1.21490803045386,1.3884663205187,1.56202461058354,1.73558290064838,1.90914119071321,2.08269948077805,2.25625777084289,2.42981606090773,2.60337435097256,2.7769326410374,2.95049093110224,3.12404922116708,3.29760751123191,3.47116580129675,3.64472409136159,3.81828238142643,3.99184067149126,4.1653989615561,4.33895725162094,4.51251554168578,4.68607383175061,4.85963212181545,5.03319041188029,5.20674870194513,5.38030699200996,5.5538652820748,5.72742357213964,5.90098186220448,6.07454015226932,6.24809844233415,6.42165673239899,6.59521502246383,6.76877331252867,6.9423316025935,7.11588989265834,7.28944818272318,7.46300647278802,7.63656476285285,7.81012305291769,7.98368134298253,8.15723963304737,8.3307979231122,8.50435621317704,8.67791450324188,8.85147279330672,9.02503108337156,9.19858937343639,9.37214766350123,9.54570595356607,9.7192642436309,9.89282253369574,10.0663808237606,10.2399391138254,10.4134974038903,10.5870556939551,10.7606139840199,10.9341722740848,11.1077305641496,11.2812888542144,11.4548471442793,11.6284054343441,11.801963724409,11.9755220144738,12.1490803045386
"Expected_age",0.5,1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5
