"year","month","fleet","sex","partition","input_n","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","f58","f60","f62","f64","f66","f68","f70","f72","f74","f76","f78","f80","f82","f84","f86","f88","f90","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56","m58","m60","m62","m64","m66","m68","m70","m72","m74","m76","m78","m80","m82","m84","m86","m88","m90"
1984,"7",1,3,2,7.06,0,0,0,0,0,0,0,0,0,0,0,0,3213.2267,0,6426.4535,1606.6134,1606.6134,4819.8401,3213.2267,6426.4535,3213.2267,3213.2267,3213.2267,0,3213.2267,0,0,1606.6134,0,0,1606.6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606.6134,0,0,0,9639.6802,9639.6802,17672.747,27312.4272,14459.5203,16066.1337,8033.0668,8033.0668,1606.6134,1606.6134,1606.6134,0,0,0,0,0,0,0,0,0,0,0,0
1985,"7",1,3,2,2.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606.6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606.6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,"7",1,3,2,678.112,0,0,0,0,0,0,0,0,1499.5264,6537.5496,30238.1652,70505.1666,69331.8878,93614.3265,135664.3696,147127.3734,171923.3594,129468.4584,117741.403,106086.6992,87625.1891,77549.2538,54379.1398,29251.234,18527.8591,20261.2404,5921.2719,6035.8552,6733.0243,4256.893,949.8197,3584.726,1319.1539,971.3716,1469.69,1310.5524,1420.2434,0,0,81.1682,0,163.4022,0,0,0,1687.7816,6109.2556,23137.1786,21474.2907,52819.7637,98399.0574,124354.3792,227301.9628,233598.8442,237655.545,197189.8131,156217.4791,88791.628,68951.1639,31158.6617,20659.1583,10757.6609,9732.9736,3995.9504,2051.7448,148.5815,67.0505,0,0,0,0,0,0,0
1987,"7",1,3,2,468.154,0,0,0,0,0,0,0,0,4902.8632,6673.7664,22450.5311,70311.1478,87146.0203,103430.59,123180.5264,91529.8929,100110.1289,73124.7568,93318.927,63475.5778,56465.5032,24082.7736,27115.0836,20723.7209,11483.5526,16677.3196,6953.8787,9846.4675,7485.5404,4766.6892,4009.7145,2729.3175,1606.6134,140.5249,0,99.808,0,0,1606.6134,0,0,0,0,0,0,0,9051.1391,23218.8059,48406.9407,86006.79,84030.4678,93486.141,112033.5276,112762.0082,112342.1569,78113.0717,76839.0317,46586.3995,31303.9863,13602.9867,11783.5933,2721.0158,1135.1537,0,0,0,0,0,0,0,0,0,0,0
1988,"7",1,3,2,414.562,0,0,0,0,0,0,0,0,239.2024,239.2024,6536.9577,31093.0706,65520.8529,99106.449,135710.3654,144150.2437,91132.2082,108096.3714,66997.29,67031.0882,45133.2779,38348.9908,22257.0616,18038.9812,17175.9424,14382.5674,9818.3011,7060.0176,4701.3733,2317.2456,3616.6733,964.4249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606.6134,6935.3025,29281.1838,58489.6957,82012.6626,108488.2283,108834.0581,134737.3818,135899.6768,131400.7325,101383.4343,73167.468,38154.9942,18105.4015,7911.8308,5093.8314,0,473.2826,0,0,0,0,0,0,0,0,0,0
1989,"7",1,3,2,601.604,0,0,0,0,0,0,0,0,2730.0438,3910.2212,11768.1238,24021.7606,76835.3112,98175.404,97915.3441,110752.4554,155059.4697,128946.9642,105369.5632,117042.8051,75331.1366,56204.1642,18924.4104,16356.5196,15832.5599,6547.5209,12066.7647,3187.4164,3026.561,5337.0338,2795.4784,4223.8491,2927.1516,1099.623,273.8084,299.2403,625.7801,0,0,0,0,0,0,0,990.2113,0,1116.892,16225.8479,25729.5869,53772.6769,82459.4169,127040.9844,200728.5746,207165.5672,206537.8327,183588.3751,128669.3271,59007.8913,39960.6125,14011.9418,2909.2712,755.7296,1986.23,658.059,0,96.7285,0,0,0,0,0,0,1606.6134,0
1990,"7",1,3,2,665.352,0,0,0,0,0,0,0,0,962.5092,1545.6702,6659.3026,19579.5929,43464.0907,73397.4549,111513.7778,119068.433,119684.8664,147293.2067,135268.4958,105508.8839,94903.6077,65761.3166,34105.6063,24337.0407,16215.9677,10749.8151,15438.9754,10306.1772,6106.3663,8372.9469,8896.1217,7131.0851,2073.1538,1763.5184,1113.3159,121.9152,1553.3979,0,0,0,0,0,0,0,0,74.4211,637.0928,9034.971,9436.29,30114.9929,75247.5474,114345.221,219234.8827,254406.1183,288250.8175,231024.0935,135995.9223,77667.059,36820.7589,21519.9766,17436.9539,5892.8226,4875.1217,3322.1256,2786.958,313.6592,0,0,0,0,0,0,0,0
1991,"7",1,3,2,530.308,0,0,0,0,0,0,0,0,783.7322,0,2725.3431,9431.1457,21002.0703,36946.4264,63292.4903,56792.9425,79208.466,106821.4295,75643.1395,99499.449,77180.7473,46980.9085,26071.2712,10155.4883,13923.2809,7608.3095,6129.0346,3863.3315,1261.0174,1938.9035,1503.2003,2502.9922,218.7741,692.412,686.7368,215.7625,497.6831,0,0,0,0,0,0,0,0,1567.4645,321.1506,53.3004,9206.0153,39457.8527,62389.0496,89520.023,127308.8072,200851.2994,188195.5511,112102.4254,118509.2139,60900.0463,32855.0893,10644.2413,9293.7529,5772.461,3081.494,3456.8921,850.1537,0,0,233.3962,0,0,0,0,0,0
1992,"7",1,3,2,17.454,0,0,0,0,0,0,0,0,0,174.5191,0,265.5967,473.3078,442.6611,486.9272,265.5967,88.5322,0,0,1574.9199,0,0,0,40.592,40.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.7606,309.8628,486.9272,265.5967,177.0644,0,220.5589,0,87.7606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"7",1,3,2,511.124,0,0,0,0,0,0,0,533.3879,0,533.3879,4635.0306,5868.0377,12464.7905,25974.6849,42315.6214,71125.1595,103779.4838,120478.508,113641.4543,59485.7449,55710.4571,52355.1333,23779.376,20705.3656,9358.9047,7752.8703,3607.6192,3327.5687,1707.7159,1001.1493,520.9153,1180.8472,885.5327,263.1428,0,0,263.6465,0,0,0,601.6936,0,0,0,1972.9813,986.4906,533.3879,3650.1492,9568.515,15531.8632,39755.1297,80873.7879,171902.0551,215942.4682,195418.8801,168304.0777,92265.3191,62328.1579,30817.0634,17620.0092,9033.1122,3715.4906,0,70.0142,78.3243,350.2921,0,0,0,0,0,0,0,0
1994,"7",1,3,2,360.276,0,0,0,0,0,0,0,0,0,278.3741,271.5845,2241.7277,9636.7625,17228.9381,36559.2357,34664.7822,67143.5424,72155.3888,88532.0381,57328.6088,64658.0191,41069.5863,36389.5206,21557.4708,16253.6457,19177.2876,16943.0069,10078.7731,6536.4881,3987.3075,7379.926,4029.3183,455.8731,2846.1603,1123.8284,0,244.3147,0,0,0,0,0,0,0,0,0,0,1189.3867,3964.1229,10090.088,39953.7105,73746.5487,111871.1556,180511.0356,138449.428,124245.3982,89942.3572,46329.8777,28227.2353,21700.0573,14628.6412,6018.5314,4718.4976,5184.3199,1214.4856,414.6326,406.4705,0,0,0,0,0,0,0
1995,"7",1,3,2,233.568,0,0,0,0,0,0,0,0,977.888,2816.9488,3171.3512,1862.8296,669.298,1643.8391,1304.7129,12316.6373,18930.7817,41337.2799,47235.8483,60917.138,50474.6717,41254.7667,34120.6057,20067.8356,13654.0896,6987.7669,11806.1113,4641.1351,6006.2114,5368.532,4135.7169,856.4399,2921.4118,215.7444,0,0,1531.8216,0,0,0,0,0,0,0,0,754.2136,1308.5216,1508.4272,2706.6342,0,4469.0246,17561.5393,55597.8869,78856.7436,113075.3445,114444.1674,65099.7009,52768.299,19827.6833,12568.8568,6299.3003,2632.845,711.9921,490.2878,0,0,0,0,0,0,0,0,0,0
1996,"7",1,3,2,123.562,0,0,0,0,0,0,0,1260.3591,2181.4924,2233.7992,3181.4716,5964.514,3924.0619,13878.9668,8577.3185,4052.3293,5985.6677,7573.2418,26823.8693,25607.4183,16915.3076,13330.8736,6836.3106,5051.5599,2463.3796,1261.97,1412.7459,1039.224,278.4123,54.9168,66.2187,70.3574,0,0,0,0,0,0,0,0,0,0,0,212.581,719.1932,1062.905,1944.9985,2045.1311,5236.2892,11338.1991,13051.7466,3244.4777,18120.1237,53918.1915,75706.7208,69614.0837,49427.7779,20249.2712,11284.719,2928.857,0,1386.6482,1538.8133,0,0,287.7239,0,0,0,0,0,0,0,0
1997,"7",1,3,2,77.268,0,0,0,0,0,0,0,0,0,0,3463.0728,23489.3116,25184.5838,18789.8986,7277.5892,2683.7609,2558.2806,974.857,3213.552,5413.4353,9238.9977,4106.9282,1401.4649,2723.9874,1806.0336,1211.2397,0,540.0607,0,383.4197,0,0,0,0,191.7099,0,0,0,0,0,0,0,0,0,0,0,92.8117,6791.6208,23331.2029,20874.0939,10856.1035,7952.691,3635.8626,4490.4929,12443.0456,13153.1329,15019.9218,8545.4246,3844.358,0,0,0,0,180.0202,0,0,0,0,0,0,0,0,0,0
1998,"7",1,3,2,297.558,0,0,0,0,0,0,0,0,0,0,0,0,2097.6473,8299.9278,23199.9421,32788.9737,28329.0475,40549.0387,55070.0742,48203.1736,51972.3417,41568.6693,35554.7874,17322.9839,14428.1377,18137.1252,11964.0633,7894.1242,2926.3801,3641.3948,3374.0002,673.1042,348.9172,0,0,0,729.5994,0,0,0,0,0,0,0,0,44.3206,47.5082,0,0,2696.4984,16493.2409,24151.5455,38144.8657,52328.7783,91063.7856,68709.3733,54031.4922,42066.1525,17233.3108,20401.5793,11552.1846,4489.5077,1155.6596,1444.5874,0,0,674.9392,0,0,0,0,0,0,0
1999,"7",1,3,2,342.368,0,0,0,0,0,0,0,0,0,0,239.2197,655.4085,1189.5126,1694.3292,1692.2832,8884.775,15851.7781,26630.4217,49777.6321,57701.9112,77793.4209,82458.9069,50165.6593,29813.4306,19661.5604,18758.5844,8941.6224,3982.0525,3493.5198,10371.9392,4739.689,3068.3682,3239.3191,3727.3991,191.399,196.1839,0,0,0,0,0,0,0,0,0,0,0,165.9374,864.0659,731.3682,2660.8324,7048.3697,29165.5324,57183.7505,88677.8749,103297.9815,90809.5225,59488.6535,33364.263,27660.6046,7581.2195,5982.0105,2242.9117,1701.0303,244.0988,0,0,0,0,0,0,0,0,0
2000,"7",1,3,2,112.07,0,0,0,0,0,0,0,0,0,63.1489,61.8333,20.3918,0,0,314.701,705.6115,1184.0666,4001.6376,6520.7108,8220.0888,10007.8375,7705.512,3823.01,3891.5087,1814.521,654.6541,1549.8735,529.7179,296.8379,0,151.9826,182.5879,0,0,95.5708,0,0,0,0,0,0,0,0,0,0,0,0,21.0496,42.0993,643.2617,1370.0208,320.4395,7126.5791,10075.4204,22619.4946,28481.6856,20953.2428,13509.9157,4027.0201,235.5324,772.716,75.4276,170.9984,36.2926,1107.0145,0,0,0,0,0,0,0,0,0
2001,"7",1,3,2,201.136,0,0,0,0,0,0,742.2005,20033.0884,32227.2663,17704.6312,5676.7229,397.9715,5875.9798,5968.166,5450.0668,5514.5332,3122.5743,2630.7618,11202.99,11381.5468,11763.5718,6402.5007,6369.1368,3031.4283,2587.9039,1605.2167,1617.5457,630.9422,949.8882,247.294,0,0,87.645,0,359.9038,0,0,0,0,0,0,0,0,3213.2267,25258.4909,40084.4317,23728.7387,1777.9889,3323.6524,4793.0547,5145.7331,5348.5162,3921.9546,9990.3567,16127.2461,18260.8109,15248.781,12427.4965,3761.9076,5348.6285,562.2117,366.3001,485.4905,0,0,0,0,0,0,0,0,0,0,0
2002,"7",1,3,2,283.452,0,0,0,0,0,0,0,0,0,0,324.5056,720.0242,1860.0156,5109.5823,17699.177,20530.3652,17241.3837,22800.2439,22442.6039,27762.6243,20836.0419,16823.3083,16501.6678,10193.2634,7057.0533,4885.6629,3125.538,1952.1505,790.0359,990.8164,725.8059,377.7158,0,0,0,0,759.6242,123.3812,0,0,0,0,0,0,99.8066,0,0,0,1023.9439,3624.2301,10266.5536,15919.4686,15900.6643,30918.6604,53928.2977,51195.1274,35494.1028,18697.738,13861.5357,9598.2976,1002.9891,2022.6022,2475.7514,234.9796,324.8491,0,0,0,0,0,0,0,0,0
2003,"7",1,3,2,351.58,0,0,0,0,0,0,0,764.8807,0,0,450.4063,1506.176,5260.544,13697.4234,19072.9034,30460.439,32165.2585,32459.073,34139.5793,22860.9998,30558.3111,32891.8245,17940.8922,10489.1143,9974.0441,4437.6754,4041.8462,4083.872,527.9889,2842.8428,4657.6239,0,98.6246,122.1775,0,0,0,0,0,0,0,0,0,0,0,0,239.5606,417.2469,905.6272,7642.0721,17752.5105,34321.7793,49692.3871,52710.613,57158.0956,58390.8304,50457.1007,33721.5409,20072.696,10204.0474,7247.7232,1997.108,2478.5723,0,0,0,0,0,0,0,0,0,0,0
2004,"7",1,3,2,253.51,0,0,0,0,0,0,0,0,0,0,0,1310.535,4280.4415,6340.9052,9389.8036,16906.3283,28113.8767,42396.0131,46660.8599,34025.3395,30345.4152,23807.3033,17233.1811,14404.9281,8043.2724,5364.0152,6034.6149,3623.7651,3459.3829,1031.3145,1057.3165,1391.5274,1179.6054,873.9573,1400.6557,873.9573,0,0,0,0,0,0,0,0,0,0,0,64.4949,1808.8094,8594.2983,12092.6786,15798.6556,33566.9751,54296.0004,52386.3207,34101.8842,33180.5423,19999.5068,14475.8452,5603.8925,2262.6703,1842.4639,235.0784,0,0,0,0,0,0,0,0,0,0,0
2005,"7",1,3,2,203.28,0,0,0,0,0,0,0,0,13.5226,55.4822,251.7579,251.7579,125.8789,1902.4389,963.389,8985.8315,11396.6438,15363.594,22992.2203,30072.2994,22073.6599,22222.6515,17781.3737,21744.4497,7970.3504,5730.0387,4221.7821,3629.2995,3323.6388,2737.8547,706.4645,1083.251,213.4212,0,0,899.1201,75.9107,0,0,0,0,0,0,0,6.7613,13.5226,13.5226,0,13.5226,6.7613,3405.5579,10018.0668,19537.2461,22585.4216,26118.253,36836.55,27375.5103,15210.1983,13592.2281,6173.0497,3262.4061,959.1409,1223.6874,0,0,0,0,0,0,385.7106,0,0,0,0
2006,"7",1,3,2,272.304,0,0,0,0,0,0,0,0,13.4558,0,0,0,188.4486,1609.0025,5557.9429,9799.2653,13569.5202,13751.6993,28171.4826,32676.0991,30645.5277,32099.5804,32911.6084,34926.2038,32992.5474,23408.299,11692.0893,9688.1935,3944.5855,1838.2491,1443.8964,584.663,307.3062,693.9617,0,7.6609,282.4091,0,0,0,0,0,0,0,0,38.2048,0,0,30.5374,556.3408,2510.2221,10525.784,15095.7834,39366.0992,61002.6489,84242.991,72920.3607,44303.9088,32943.7981,23010.5997,6320.1269,5786.5516,2372.4132,3734.2537,735.7486,0,0,0,0,0,0,0,0,0
2007,"7",1,3,2,250.056,0,0,0,0,0,0,0,476.0398,0,0,0,0,0,460.557,1327.6262,3610.6985,4397.9264,11916.2821,18664.5179,26815.5591,22622.0446,23118.2922,25998.9778,22571.2894,16185.1523,14407.4338,8429.255,4371.8547,4319.1188,1736.5644,1193.0984,1805.1015,1906.9735,557.718,71.2348,0,575.7438,0,0,0,0,0,0,0,0,0,0,0,0,44.9012,4219.7108,5113.5484,14444.2025,25375.3026,45470.8384,60914.1372,56905.2634,47017.9021,28884.4023,18999.1581,12424.1494,6793.2164,4124.6705,1222.7224,1121.8635,225.3672,71.2348,0,0,0,0,0,0,0
2008,"7",1,3,2,502.606,0,0,0,0,0,0,0,311.8032,202.8729,8.7814,11.7085,2.9271,305.7585,2349.152,5255.0079,10249.3601,20205.68,28932.8514,48619.4047,30339.2937,47109.0177,58349.4678,51847.1184,49113.8568,33730.1408,32508.2548,27657.5764,24599.8878,14815.3804,5085.4864,3242.6671,3897.3579,2818.0489,2590.3701,954.1009,0,2959.8972,0,0,0,0,0,0,0,0,0,202.8729,0,207.2976,1504.205,2772.8559,9817.8634,29011.4976,51860.6744,106746.2404,116232.595,126418.2162,102734.2165,81915.713,54089.6299,29487.8577,13884.0394,8517.3228,1198.2204,1063.0775,0,540.806,178.0288,0,0,0,0,0,0
2009,"7",1,3,2,300.462,0,0,0,0,0,0,1198.3552,9878.8229,14711.9192,7176.8932,1012.5001,1447.6687,696.4155,590.9911,2017.3815,3232.2588,5670.0175,4594.9641,20314.2964,28112.7376,34495.8409,36086.8353,33992.3112,30337.1258,21869.0887,23190.6757,10809.9886,17130.6129,6497.7848,4323.3988,7396.8102,3365.9801,24.8558,1050.0949,206.5212,568.0672,748.1209,0,0,0,0,0,0,3705.6077,11082.214,25132.744,3559.9595,3932.5232,2204.1175,1908.5734,2172.2033,9641.1188,34395.653,60974.308,79821.5842,78870.2622,104590.546,61461.8625,44588.3344,26316.6112,16317.0318,7779.0645,1334.8304,1046.1331,109.7979,0,0,0,0,0,0,0,0,0
2010,"7",1,3,2,350.172,0,0,0,0,0,30.7059,0,0,0,0,2409.0398,5319.0438,20463.3313,37977.5293,16601.1787,12642.9684,5962.1787,13478.5556,13254.059,24858.9283,25318.0734,23547.6835,26883.7867,21175.6781,24026.2272,11661.4485,10770.591,9819.614,6575.5682,3751.8118,3974.1619,1312.6443,565.2122,474.6781,754.6445,1720.2195,1123.0747,0,0,0,0,0,0,0,0,0,0,1393.602,5785.8284,17879.6753,12717.6159,13037.7703,15883.965,39228.8235,71855.2453,107289.1095,78993.9768,58858.0915,46020.7692,26619.3143,14394.3346,10995.6955,3087.6993,2110.0142,421.0249,572.7523,191.8023,0,0,0,0,0,0,0
2011,"7",1,3,2,344.24,0,0,0,0,0,0,0,0,0,0,0,2643.0721,9406.7132,26430.091,44148.8483,31310.7668,34571.0731,20016.1288,16479.6469,20852.2537,11215.7779,13919.4334,13454.5389,9197.4427,5444.1257,5698.3318,5349.9129,4095.8151,1885.5583,2439.9607,2302.8315,1119.2688,1183.7037,304.9184,610.6416,0,408.3494,0,0,0,0,0,0,0,0,0,0,0,3420.8128,19640.9634,42099.7186,51490.6074,35521.0296,32081.7662,33570.8013,40505.4704,44688.4022,30439.807,24333.6225,12977.121,9294.0648,4954.4592,3306.0479,1221.3798,392.1603,0,53.0793,0,0,0,575.2939,0,0,0
2012,"7",1,3,2,466.908,0,0,0,0,0,0,0,0,0,0,678.6726,1887.2038,5265.2508,22914.7999,23338.4655,35896.9435,38307.969,33596.2551,26126.1224,25004.2017,18989.5538,21747.5249,14583.6585,14949.5139,9734.8293,9339.6171,8013.1152,4169.3645,5911.5712,3975.3907,1521.8405,461.4319,893.4267,262.193,462.0867,0,252.9756,0,0,0,0,0,0,0,0,0,364.4406,600.1883,3872.3592,12797.8768,30359.7077,38271.3232,51785.1544,55354.454,47002.7498,59211.1549,48445.0528,34718.8686,15267.9066,16085.8333,7634.0227,2037.0994,3593.8221,394.5645,375.2569,654.1492,0,0,0,0,0,0,0,0
2013,"7",1,3,2,297.354,0,0,0,0,0,173.3643,0,0,51.0946,204.3784,1483.505,1657.2527,4921.1747,9329.9332,24834.6296,24357.8823,21211.8377,14761.3411,16782.1558,13346.9738,18137.844,14833.1833,13486.6574,10748.291,4969.1025,4882.7898,3788.2777,2494.9821,1632.7335,1385.6624,782.6222,1200.5332,225.8041,206.6005,228.1808,0,0,0,0,0,0,0,0,0,0,51.0946,204.3784,255.473,1333.8688,8295.9169,27230.3594,31605.7665,32017.0089,32679.8654,28994.9825,34259.9319,23375.5592,15700.0278,13668.1311,8104.0112,3252.7838,3907.2282,233.0775,221.3376,357.1883,0,0,0,0,0,39.4727,0,0,0
2014,"7",1,3,2,236.116,0,0,0,0,0,0,0,0,1297.6206,2650.002,2190.0814,645.3685,2942.0374,4717.6892,5170.3661,7172.3503,13631.4646,16373.0472,10826.6002,11323.0757,9589.063,7822.3183,5421.0698,8653.3985,3735.0876,3745.9551,4533.576,1013.1412,2542.3917,803.8593,663.4167,948.3066,42.9692,13.4365,317.6348,64.7814,1334.4605,0,0,0,0,0,0,0,0,1311.0571,3892.8618,1379.7617,1971.6754,7124.9062,9510.3086,17019.9987,22417.5417,29647.2976,21038.0581,23001.6796,22215.5761,15331.2383,6432.3461,7135.0453,3305.395,531.0565,1590.4465,125.9202,8.335,519.3365,0,0,0,26.3069,0,0,0,0
2015,"7",1,3,2,209.344,0,0,0,0,0,0,0,0,1424.5198,1523.5956,2550.511,5051.1427,10875.9139,14364.5146,22985.2417,19087.1812,9644.8993,18712.6753,9308.3095,12380.2892,12335.1287,7745.2224,6683.0355,11598.5199,6368.3576,1753.3463,2076.4252,374.329,1424.59,1283.0624,145.5134,462.3564,636.0594,2.3069,372.1598,483.6944,105.0654,0,0,0,0,0,0,0,0,0,99.0758,1109.0205,4494.5616,8027.6766,19224.5212,20014.2391,20985.6062,28378.3427,28378.8068,19827.2515,10761.5288,7890.5888,4703.7371,2325.4227,1890.6137,604.7771,245.9932,296.3697,0,0,0,0,0,2.3069,0,0,0,0
2016,"7",1,3,2,303.042,0,0,0,0,0,993.8313,0,0,0,0,0,346.5676,3300.1833,9607.3213,21396.1721,19695.353,26554.3484,35964.175,32449.2087,26049.7503,22938.9502,24616.6839,12106.8323,12903.0964,8564.7526,6143.6003,3005.4833,2991.8615,2857.1254,1188.9955,2405.1877,1062.3983,940.3541,2204.4356,0,293.8758,173.6608,0,0,0,0,0,364.6266,0,0,0,0,0,1726.4891,7844.4179,33444.5578,44265.5758,65640.8076,66814.6042,69098.6513,40054.7031,36116.9873,30154.7992,21488.8332,5346.3323,1906.5237,1969.4738,992.1504,6.3262,0,0,204.7189,0,0,0,0,0,0,0
2017,"7",1,3,2,455.648,0,0,0,0,73.5977,65.3993,255.0745,2966.9479,13462.1089,9675.0209,8379.192,2077.1185,2672.3059,6398.4541,16739.4414,34396.4581,36102.7966,37733.0413,39989.4529,33773.71,30584.2872,25782.3249,19768.8783,11068.2648,10530.1094,7626.3087,2652.5049,2610.7244,5341.0559,639.3657,758.2237,982.2172,293.007,0,0,0,104.3106,0,0,0,0,0,87.5122,134.6027,4088.8875,12264.2465,13905.5331,8451.0693,4632.1956,8242.9923,24632.2615,37295.57,60742.4413,64200.6257,66321.2933,65823.4017,57890.7503,28140.8635,24891.2777,9555.1101,6708.7475,470.8881,788.4142,735.3427,449.4255,57.7397,56.4941,0,0,0,0,0,0,0
2018,"7",1,3,2,291.788,0,0,0,0,0,0,0,87.379,101.8892,402.6574,1569.9386,7878.14,23128.7663,27591.6645,26552.5568,26476.1175,20774.7625,33415.2655,20996.5118,21792.5787,20585.2416,18911.7138,12945.5475,11794.6999,6031.8803,6092.7228,1798.7155,168.8211,0,1266.1358,801.7893,0,1509.2108,0,0,1606.6134,0,0,0,0,0,101.8892,0,0,0,978.415,667.3618,4205.4136,12592.6558,22703.0586,28698.0258,19342.16,23880.4874,25161.8992,28778.5653,24492.4954,23474.6433,15066.8068,10007.4728,6863.8834,2136.0103,1077.1543,0,0,0,185.4296,0,0,0,0,0,0,0,0
2019,"7",1,3,2,407.802,0,0,0,0,0,0,0,4.576,359.8018,194.7529,131.1329,4871.0578,15442.6724,31716.6968,47884.4314,44513.6836,52199.2613,37293.5034,27099.4853,30550.2224,18711.1409,21647.532,20343.0434,13219.4302,9623.2162,4388.8695,5575.3732,3409.0665,444.703,509.1968,2743.1928,1498.3603,0,1008.6349,489.7254,236.3987,0,0,0,0,0,0,0,0,0,0,59.9314,381.0305,5837.7495,27757.1408,61947.3647,67599.6164,88136.1863,56989.7192,80040.8233,46271.2797,39295.5875,27595.218,14542.0079,7862.7517,5213.8845,1499.8826,126.7625,18.9016,19.3233,0,0,0,0,0,0,0,0,0
2020,"7",1,3,2,249.908,0,0,0,0,0,0,0,5.4715,23.0217,114.063,17.5501,1412.494,4412.042,5195.4741,15086.4189,24251.8548,38735.9,37506.9098,32029.6804,28963.2635,22841.4504,14161.346,18235.5616,9646.9506,8856.6027,4576.8085,2992.1429,1982.4709,4091.9843,1183.4015,2065.8349,0,211.7769,190.2683,0,1574.766,0,0,0,0,0,0,0,0,0,26.3545,84.9851,58.7052,3084.102,5855.3722,13069.7182,27121.1537,40034.1875,43879.5154,36858.3676,30523.4924,18085.2903,16823.4302,9255.9221,6071.5912,539.856,544.5604,1316.9901,0,0,0,0,0,0,0,0,0,0,0
2021,"7",1,3,2,358.166,0,0,186.8283,289.4219,723.5548,0,0,3088.7936,15364.5559,9248.0019,5461.8492,9327.0772,15416.1729,20568.0066,18373.7282,30350.8787,40795.4391,56485.5988,50985.9859,45541.6965,37092.1931,14291.4454,16557.1067,6632.6006,3792.8265,5057.4265,6669.67,4295.7885,1498.9559,920.2427,0,877.6415,129.745,0,129.745,0,0,0,0,560.485,831.548,663.0786,0,0,2776.1842,9404.319,9314.1703,10901.8758,15000.6073,23051.9036,26225.87,38667.452,68375.5833,78648.3183,79884.1117,38184.1207,31996.3917,23466.1054,9048.9541,5532.7899,4466.3758,3103.6298,1929.2994,928.3534,0,232.2248,0,0,0,0,0,0,0,0
2022,"7",1,3,2,346.844,0,0,0,0,0,0,3722.6245,5760.8134,3234.4625,3509.0792,12712.7469,23275.9448,40919.1056,32725.1006,43121.6104,31590.9007,46150.4032,57141.6161,60178.3223,44100.0719,45883.6626,33952.4877,27711.0326,14529.6782,14216.1117,10612.3277,10241.1757,3632.5109,3025.7159,4994.1212,2315.9626,3455.0545,2628.3735,61.1435,1489.3273,0,715.4104,0,0,0,0,0,2141.5962,1549.2909,4480.9189,2932.7474,3049.8004,13975.8856,25466.0344,35743.9157,39728.7434,39332.2937,43824.3859,61726.4399,76857.3579,55386.1244,30596.4952,19256.0861,10726.6948,10265.3621,5372.7655,4090.4079,678.825,0,0,0,0,0,0,0,0,0,0,0
2023,"7",1,3,2,377.76,7.1756,0,12.0696,0,0,0,0,0,166.0239,271.6807,7142.5192,4043.2895,29731.8256,27079.4986,44507.2735,41920.5514,52802.454,74097.2154,70998.1133,71249.3923,48091.759,42677.2553,34969.1694,24712.0721,9574.564,11303.0339,6500.094,5491.2102,5189.4118,2948.965,293.1488,2792.6004,1926.8329,0,0,526.3884,1155.0967,0,21.6047,43.683,79.9821,110.3918,0,0,0,210.6975,6668.9949,8247.9648,13617.3691,28766.8578,26107.3889,30565.4855,27067.5879,47039.7621,55110.1202,73463.8203,50944.792,33127.7381,16291.2966,13470.5819,3834.3584,2971.8399,970.9455,1610.3686,0,13.1098,0,0,0,0,0,0,0,0
2024,"7",1,3,2,454.002,0,0,0,0,0,0,0,0,166.8037,388.6492,1489.6573,4226.0408,11373.4768,22754.369,52455.6201,80561.7427,70983.7735,82853.2602,75176.3048,47690.9508,37788.7929,40215.4431,25941.2172,18445.2528,10926.0494,11664.267,10966.7183,5036.3374,3726.463,896.9913,0,205.4852,212.3763,1715.5198,1087.9701,6.8911,13.7822,0,0,0,0,0,0,0,6.0402,957.6878,1170.7078,1134.9224,12002.7179,26870.4331,29651.7283,49348.804,64061.0055,62340.3715,61029.0289,45404.3243,45604.5877,25698.1467,15951.9801,10252.954,4529.8025,2092.5326,63.0562,1676.6381,0,389.975,205.4852,0,0,0,0,0,0,0
1980,"7",2,0,2,14.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958.064,4511.7624,2473.2429,5782.1581,9335.8565,12298.6659,9614.414,13256.7299,10382.5379,7385.9544,8187.8525,4233.205,7385.9544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
