"year","month","fleet","sex","partition","input_n","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","f58","f60","f62","f64","f66","f68","f70","f72","f74","f76","f78","f80","f82","f84","f86","f88","f90","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56","m58","m60","m62","m64","m66","m68","m70","m72","m74","m76","m78","m80","m82","m84","m86","m88","m90"
2008,"7",3,3,2,190.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3213.2267,3712.5467,2269.9876,3384.3013,2358.4831,4021.5783,9412.9895,15497.34,11262.3897,17348.6759,15878.2868,17518.776,9315.3002,8018.5811,5039.7919,2433.5499,1797.4884,763.3502,169.4326,158.1922,567.0783,225.2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3213.2267,3234.0165,1033.4294,6880.8737,5384.148,6409.3106,8107.3029,5139.4141,2992.2925,4783.6212,2298.1123,2092.8659,544.6744,201.793,105.4615,0,0,0,0,0,0,0,0
2009,"7",3,3,2,66.37,0,0,0,0,0,0,0,0,0,0,0,0,0,85.1058,47.4686,472.9978,452.0276,604.2646,454.0978,3317.7496,8161.5091,3990.0524,2291.2239,4150.7162,6538.4283,6158.4689,8949.4541,604.8467,1678.8022,4159.8679,1701.3744,1606.6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3275.4606,2976.301,1678.6785,1931.2861,4636.1913,5752.1068,7312.763,6335.2076,2307.1866,872.5891,2194.0865,1671.8245,26.4984,0,0,0,0,0,0,0,0,0,0
2010,"7",3,3,2,58.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3213.2267,0,70.3127,463.9076,3054.7914,9041.9311,10998.1506,8370.7583,5634.7021,8102.8968,6553.4752,6359.1484,2614.8655,2856.9142,2516.5958,2067.4836,460.8703,662.3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606.6134,0,1606.6134,1606.6134,1937.7788,4900.2688,6765.1837,3718.5991,4946.056,5085.2864,4620.9029,3881.5055,99.3668,0,99.3668,0,0,0,0,0,0,0,0,0
2011,"7",3,3,2,117.702,0,0,0,0,0,0,0,0,0,0,0,0,239.2171,1480.8308,4002.265,4425.4337,6294.2631,5465.8986,1873.0241,5688.2589,3654.5267,6175.1522,7959.1624,14475.862,19492.7422,13280.2954,7875.224,5681.5524,5633.7708,4036.4493,3121.9371,62.8088,1039.6123,197.4177,269.2788,271.4445,0,0,0,0,0,0,0,0,0,0,0,0,36.8518,329.6805,2278.8103,3420.9556,2475.6216,680.8429,4650.8486,11601.2841,9463.703,5402.9768,8690.5022,8969.746,4660.5342,6078.793,1602.2965,14.1675,0,0,5.5265,0,0,0,0,0,0,0
2012,"7",3,3,2,212.054,0,0,0,0,0,0,0,0,0,0,0,66.5645,0,299.1489,1743.7156,2468.0842,4761.591,14269.215,10180.5397,26547.9213,25591.9749,19189.2778,23015.7883,13099.9804,16713.7683,14649.4068,22182.4276,10913.364,8346.5647,4697.7007,2951.082,2670.6219,1186.7428,223.6968,94.208,111.028,562.2564,0,0,0,0,0,0,0,0,0,0,0,47.104,217.5159,356.2076,1414.0984,2270.864,7209.0427,13590.245,9313.4835,6934.3146,11815.7285,8913.3247,7174.8299,6815.718,5186.4881,1793.5777,205.236,94.208,458.6847,0,0,0,0,0,0,0,0
2013,"7",3,3,2,205.188,0,0,0,0,0,0,0,0,0,0,0,0,889.5591,274.4392,4007.1872,6044.8817,10412.4245,10207.7696,9296.1789,10215.7031,13712.4492,23571.822,22287.3242,25591.7469,18864.9548,10908.5701,10653.5659,3770.279,1862.5018,2442.1884,2888.1165,2156.371,300.4176,837.4544,222.067,191.6677,266.609,0,0,0,0,0,0,0,0,0,0,0,889.5591,1779.1182,3524.7231,5685.2991,5908.4644,10239.873,7740.7563,6818.8932,8994.1826,8846.3952,4883.0197,3856.0178,2773.0266,3052.3622,844.183,803.4773,383.3354,487.2027,0,0,0,103.8673,0,0,0,0
2014,"7",3,3,2,285.774,0,0,0,0,0,0,0,0,0,0,66.1393,0,0,216.2199,696.4906,1645.9551,3820.7719,7734.7187,13070.9467,15352.174,20031.0031,25353.1296,37132.0657,32030.1663,37645.1248,18752.2215,9722.7542,8679.5728,10533.8663,3297.2417,228.5039,493.0277,37.4053,64.65,119.2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4575,737.6005,596.1444,3041.444,4409.4351,8595.1776,13199.9109,13037.483,9438.3276,9498.74,6615.738,5561.7544,3034.3659,2655.0109,654.337,166.4831,36.4308,100.4538,0,0,0,0,0,0,0
2015,"7",3,3,2,235.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.4497,1994.3049,2429.6968,3855.9993,5192.6975,11178.2614,19217.8805,24068.2843,31910.3495,31567.9373,23807.3446,24117.0148,13948.5262,5617.4792,6135.1546,2559.6616,1565.4523,737.1648,340.1516,12.7151,145.0293,196.2633,173.1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0542,1881.2139,2691.161,4045.5623,10163.8193,8716.3738,12588.7677,9865.4147,8769.3708,3039.3841,1564.7084,639.4416,1384.6308,0,0,0,0,147.6336,0,0,0,0,0
2016,"7",3,3,2,225.02,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7519,274.1406,2566.6381,2400.452,7693.9237,11152.467,13897.0197,19019.6524,25582.4625,25630.0515,30756.0611,28604.5809,23477.2028,16090.5653,7938.371,6580.2867,6658.6059,1858.5907,2469.4651,696.5591,345.1237,1036.4541,337.3142,138.8768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412.5907,2428.5436,2471.1967,5601.6276,7159.8203,10569.2441,9986.0626,7468.3701,5839.7532,5103.352,1920.1965,1202.5596,578.4799,275.1605,331.2204,338.9124,0,0,0,0,0,0,0
2017,"7",3,3,2,137.744,0,0,0,0,0,0,0,0,0,0,420.1243,0,0,0,439.8239,1396.8041,2487.1502,5451.1113,10138.0829,14224.7261,16705.9694,28103.796,32231.9819,22825.8658,19164.6939,11835.5014,4179.4594,3255.2671,433.4675,1378.5023,1039.2027,40.7302,190.6112,420.1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.725,1883.7938,4509.0939,11087.6473,6977.7351,5375.7184,8302.0848,7630.8467,4117.5231,3239.8169,299.7411,190.6112,0,0,40.7302,0,0,0,0,0,0,0,0
2018,"7",3,3,2,218.122,0,0,0,0,0,0,0,0,0,0,0,0,18.4379,24.9209,0,870.2496,1004.2652,2264.9533,5944.0394,13520.446,24224.2057,25005.4382,26753.9105,26205.1667,19516.5398,17882.2481,11728.1187,8468.3929,3223.7299,2692.9408,1114.031,460.1065,878.2469,55.82,322.9579,0,148.5614,0,0,0,0,0,0,0,0,0,0,0,0,19.4492,0,172.3989,206.8764,2407.3181,3825.9379,7810.0463,13348.2763,14889.8558,9402.0038,4681.985,2494.4317,3137.3737,1774.6009,274.8408,0,0,0,0,0,0,0,0,0,153.961
2019,"7",3,3,2,229.096,0,0,0,0,0,0,0,0,0,0,0,0,9.3168,531.0717,1890.8986,2204.9823,4052.8939,6042.6529,8007.9778,7874.9269,12653.2205,20670.3234,25487.8578,34405.1553,35063.8181,38630.5933,25920.0468,13071.6247,7680.7733,3066.2413,2286.1549,1263.1656,225.9695,0,0,786.1615,745.6344,0,0,0,0,0,0,0,0,0,0,0,0,0,675.3411,265.5358,808.0389,3075.4933,4131.1932,6267.8021,8596.327,11211.0582,9427.5833,10982.3426,4895.6446,4007.8838,4772.3101,1621.6927,799.133,99.1555,0,0,0,0,0,0,0,0
2020,"7",3,3,2,72.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533.5925,766.7963,1900.7834,6413.1064,6671.8468,6201.1568,11418.3971,15802.2453,13124.9953,10105.9185,23785.5422,16360.9844,7396.314,10395.744,1663.6763,2660.7493,1924.4248,2080.1377,1381.5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088.9957,1149.5264,1149.5264,2046.312,2495.1732,3201.7306,1963.5134,4360.217,2311.2253,2910.4155,332.5287,1510.7732,1063.1611,1034.7718,0,0,0,0,0,0,0,0,0
2021,"7",3,3,2,88.966,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9993,9939.4701,10112.5617,7629.3306,16663.5867,22376.051,28947.7084,31501.1578,42689.3243,38635.1241,26105.6709,25125.1839,12399.2543,12378.149,15148.2492,5646.0171,4429.1731,3032.6604,420.4733,0,420.4733,0,0,220.4206,0,0,0,0,0,0,0,0,0,0,0,0,2842.5214,2636.6691,10664.8155,1602.3265,6261.6234,2620.0211,8987.6735,11606.6018,8467.8853,6636.0666,5011.6255,2163.2049,568.109,440.8411,0,840.9465,0,0,0,0,0,0,0,0,0
2022,"7",3,3,2,151.61,0,0,0,0,0,0,0,0,0,0,0,0,1016.5062,2033.0125,2268.1371,2266.543,1310.9293,2220.5512,9154.8796,23868.3154,36577.9527,31675.6928,42985.4213,31706.5568,27531.6383,18851.3847,5563.6918,9426.1935,4765.0537,4032.0069,2829.0751,134.0683,626.2019,233.5306,1016.5062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5834,1016.5062,34.1969,1522.993,1398.7436,2540.3533,5200.8225,3327.2943,5053.9847,4047.1894,2951.4777,3083.2589,2051.9257,2847.8513,967.7826,757.0739,387.113,0,193.5565,0,0,0,0,0,0
2023,"7",3,3,2,238.852,0,0,0,0,0,0,0,0,0,0,0,0,809.4897,2731.356,9804.7884,19434.908,13473.2503,11016.3384,24184.4579,37790.1697,52864.2122,71250.5556,60547.8396,53421.178,37792.9619,26479.5612,23228.8769,11620.1963,8059.5496,3750.5104,2078.49,398.9152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.9268,1713.5529,3541.427,8205.9405,9619.994,13633.766,12596.0061,14335.7225,12573.2419,14741.669,9621.4904,9081.8173,3338.3625,2528.8105,2587.0597,869.3571,483.3384,0,0,0,0,0,0,0,0,0
2024,"7",3,3,2,195.528,0,0,0,0,0,0,0,0,0,0,0,0,1493.4194,8312.1289,0,16571.695,27767.9253,29628.1898,33825.9715,45206.7474,48148.34,66302.3394,67651.0604,61738.8466,46068.1768,37849.1257,18857.3915,10622.4137,8771.7479,4003.0112,1459.9215,1290.4362,1120.4188,0,626.2694,236.7643,805.7091,0,0,0,0,0,0,0,0,0,0,0,1493.4194,3078.6123,4480.2582,2536.3932,5786.7221,8087.0663,10457.3503,19610.622,15634.2662,18761.6965,17616.5448,9393.1213,6171.2022,3372.0815,4173.44,3297.4945,0,0,0,0,0,0,0,0,0,0
