"year","sex","age","pred_weight"
2003,"F",0,0.160706216282241
2003,"F",1,0.494158226152128
2003,"F",2,0.946218137097834
2003,"F",3,1.33401645120867
2003,"F",4,1.60496823669786
2003,"F",5,1.81666828520257
2003,"F",6,1.88172531931051
2003,"F",7,2.08955368592524
2003,"F",8,2.42046136331569
2003,"F",9,2.3511612254394
2003,"F",10,2.40617042935086
2003,"F",11,2.49965447456513
2003,"F",12,2.54736613505532
2003,"F",13,2.53950442133048
2003,"F",14,2.71737851405271
2003,"F",15,2.65227983773358
2003,"F",16,2.59275841338531
2003,"F",17,2.74703948823653
2003,"F",18,2.68323784770865
2003,"F",19,2.64214803176659
2003,"F",20,2.79319053678084
2003,"F",21,2.78016517797737
2003,"F",22,2.74985070021547
2003,"F",23,2.87677832322846
2003,"F",24,2.79243550026257
2003,"F",25,2.8426769704758
2003,"F",26,2.69322629500323
2003,"F",27,2.64913256686276
2003,"F",28,2.8289826521239
2003,"F",29,2.81612895146449
2003,"F",30,2.84702870517272
2003,"M",0,0.159408745046689
2003,"M",1,0.484029910205699
2003,"M",2,0.878520411010145
2003,"M",3,1.14281983538717
2003,"M",4,1.28920467623115
2003,"M",5,1.40100142450094
2003,"M",6,1.40100901574885
2003,"M",7,1.51913283547715
2003,"M",8,1.7653533976381
2003,"M",9,1.73715774238454
2003,"M",10,1.7648078496162
2003,"M",11,1.78742247607376
2003,"M",12,1.78690953377912
2003,"M",13,1.77674409974865
2003,"M",14,1.91710612515541
2003,"M",15,1.89905107460427
2003,"M",16,1.89051247254446
2003,"M",17,2.01520780278122
2003,"M",18,1.91772265098853
2003,"M",19,1.80987902275977
2003,"M",20,1.89757704743254
2003,"M",21,1.94933536048623
2003,"M",22,1.94749077002136
2003,"M",23,1.97460490820005
2003,"M",24,1.90404323062879
2003,"M",25,2.03269393025351
2003,"M",26,2.00403436440834
2003,"M",27,1.95949526331156
2003,"M",28,2.05866375745775
2003,"M",29,2.03995720848571
2003,"M",30,2.04957763020888
2004,"F",0,0.160018729726267
2004,"F",1,0.486408577026245
2004,"F",2,0.98319634387576
2004,"F",3,1.33698685737107
2004,"F",4,1.72017131031876
2004,"F",5,1.91525194492749
2004,"F",6,2.00099561923493
2004,"F",7,2.07042142577828
2004,"F",8,2.2275572756474
2004,"F",9,2.42160110551395
2004,"F",10,2.4116283508628
2004,"F",11,2.57500512022426
2004,"F",12,2.60396585144182
2004,"F",13,2.62978674400352
2004,"F",14,2.66847751754635
2004,"F",15,2.76693494158113
2004,"F",16,2.64488079386566
2004,"F",17,2.67727233212323
2004,"F",18,2.86058070690137
2004,"F",19,2.74625337246019
2004,"F",20,2.74695306312834
2004,"F",21,2.9144781188066
2004,"F",22,2.83796215965043
2004,"F",23,2.83976235112791
2004,"F",24,2.9881022877814
2004,"F",25,2.783275204644
2004,"F",26,2.81552460779506
2004,"F",27,2.78426240711698
2004,"F",28,2.75555262371188
2004,"F",29,2.88626708166273
2004,"F",30,2.88463362875053
2004,"M",0,0.158726808954487
2004,"M",1,0.476439098655854
2004,"M",2,0.912852990510894
2004,"M",3,1.1453645109633
2004,"M",4,1.38174254572434
2004,"M",5,1.47702842889802
2004,"M",6,1.48980984326092
2004,"M",7,1.50522343233432
2004,"M",8,1.62465960605573
2004,"M",9,1.78920231581496
2004,"M",10,1.76881096702192
2004,"M",11,1.84130329800665
2004,"M",12,1.82661272816033
2004,"M",13,1.83990940978851
2004,"M",14,1.88260655159813
2004,"M",15,1.98114493780561
2004,"M",16,1.92851756005593
2004,"M",17,1.96402713429085
2004,"M",18,2.04447042266124
2004,"M",19,1.88119148141585
2004,"M",20,1.86616523804149
2004,"M",21,2.043509968169
2004,"M",22,2.00989279569106
2004,"M",23,1.94919734738754
2004,"M",24,2.03746010711496
2004,"M",25,1.99021790849419
2004,"M",26,2.09503675139628
2004,"M",27,2.05944733261241
2004,"M",28,2.00522838623431
2004,"M",29,2.09076410928945
2004,"M",30,2.07664943668936
2005,"F",0,0.14992658405584
2005,"F",1,0.46806379006201
2005,"F",2,0.935278881146555
2005,"F",3,1.34258503712279
2005,"F",4,1.66610869499242
2005,"F",5,1.98379526000892
2005,"F",6,2.03874117155989
2005,"F",7,2.12771933751895
2005,"F",8,2.13304381863328
2005,"F",9,2.15376844208663
2005,"F",10,2.4004698417789
2005,"F",11,2.49417987390627
2005,"F",12,2.59238248723526
2005,"F",13,2.59794602265387
2005,"F",14,2.67055043785593
2005,"F",15,2.62589911467048
2005,"F",16,2.66656015186982
2005,"F",17,2.63938217042653
2005,"F",18,2.69430979980803
2005,"F",19,2.82944538453773
2005,"F",20,2.75930923088102
2005,"F",21,2.76998331983277
2005,"F",22,2.87516304756442
2005,"F",23,2.83233853152857
2005,"F",24,2.85060299799092
2005,"F",25,2.87828727798237
2005,"F",26,2.66411915387025
2005,"F",27,2.81295201053938
2005,"F",28,2.7988579626911
2005,"F",29,2.71694357549792
2005,"F",30,2.85719787842629
2005,"M",0,0.148716142824897
2005,"M",1,0.458470308262171
2005,"M",2,0.868363810478329
2005,"M",3,1.15016033702416
2005,"M",4,1.33831628039749
2005,"M",5,1.52988853707039
2005,"M",6,1.51791270108454
2005,"M",7,1.54687976292578
2005,"M",8,1.55572661047433
2005,"M",9,1.59131389374417
2005,"M",10,1.76062674857211
2005,"M",11,1.78350776531484
2005,"M",12,1.81848730651438
2005,"M",13,1.81763230197387
2005,"M",14,1.88406899350745
2005,"M",15,1.88016229078551
2005,"M",16,1.94432508631524
2005,"M",17,1.93623119257731
2005,"M",18,1.92563582698588
2005,"M",19,1.93817824964762
2005,"M",20,1.87455950259772
2005,"M",21,1.94219626807764
2005,"M",22,2.03623909363496
2005,"M",23,1.94410167821481
2005,"M",24,1.94370517815878
2005,"M",25,2.05815755368834
2005,"M",26,1.98237569013043
2005,"M",27,2.08066829479289
2005,"M",28,2.03674188165784
2005,"M",29,1.96810896354857
2005,"M",30,2.05689842398253
2006,"F",0,0.14011925205618
2006,"F",1,0.445656010690226
2006,"F",2,0.914601363197875
2006,"F",3,1.29786515199739
2006,"F",4,1.70021910257802
2006,"F",5,1.95260939648186
2006,"F",6,2.14595161420003
2006,"F",7,2.2030136703209
2006,"F",8,2.22762590860764
2006,"F",9,2.09583361963258
2006,"F",10,2.16959940441258
2006,"F",11,2.5229029217372
2006,"F",12,2.55173545730451
2006,"F",13,2.62833557747406
2006,"F",14,2.68100282916447
2006,"F",15,2.67055895140966
2006,"F",16,2.57168261956496
2006,"F",17,2.7041729016656
2006,"F",18,2.69925649697014
2006,"F",19,2.70820500741293
2006,"F",20,2.88900292673079
2006,"F",21,2.82756882531908
2006,"F",22,2.77693509252109
2006,"F",23,2.91600278316827
2006,"F",24,2.88926114306906
2006,"F",25,2.79037332463154
2006,"F",26,2.79974532610587
2006,"F",27,2.70485218332449
2006,"F",28,2.87355765118714
2006,"F",29,2.80439810595251
2006,"F",30,2.73319940742175
2006,"M",0,0.138987990905892
2006,"M",1,0.436521800955739
2006,"M",2,0.849165677558725
2006,"M",3,1.11184988612137
2006,"M",4,1.3657157615598
2006,"M",5,1.50583822497897
2006,"M",6,1.59773455137261
2006,"M",7,1.60161972680192
2006,"M",8,1.62470966321897
2006,"M",9,1.54850869421519
2006,"M",10,1.59129462016659
2006,"M",11,1.80404669251327
2006,"M",12,1.78997449702715
2006,"M",13,1.83889411265127
2006,"M",14,1.89144313858754
2006,"M",15,1.91213904894828
2006,"M",16,1.87514503573259
2006,"M",17,1.98376119267378
2006,"M",18,1.92917125460495
2006,"M",19,1.85512824161195
2006,"M",20,1.96266798542427
2006,"M",21,1.98257281224312
2006,"M",22,1.96667239469018
2006,"M",23,2.0015283629874
2006,"M",24,1.97006452627542
2006,"M",25,1.99529351348369
2006,"M",26,2.08329536048179
2006,"M",27,2.00070963132622
2006,"M",28,2.09110119039546
2006,"M",29,2.03145957812991
2006,"M",30,1.96763185217408
2007,"F",0,0.133833275431086
2007,"F",1,0.425871232246373
2007,"F",2,0.890401615756607
2007,"F",3,1.29771600134689
2007,"F",4,1.68055229734822
2007,"F",5,2.03740002435349
2007,"F",6,2.15972185855036
2007,"F",7,2.37101551472954
2007,"F",8,2.35832949928737
2007,"F",9,2.23799265827916
2007,"F",10,2.15872200259365
2007,"F",11,2.33154182306704
2007,"F",12,2.6391725726692
2007,"F",13,2.64531110319127
2007,"F",14,2.77336693943771
2007,"F",15,2.74130923034015
2007,"F",16,2.67424303813861
2007,"F",17,2.6666119004578
2007,"F",18,2.8277154505633
2007,"F",19,2.77419850282482
2007,"F",20,2.82740209087743
2007,"F",21,3.02705397189486
2007,"F",22,2.89841875558001
2007,"F",23,2.87972194810326
2007,"F",24,3.04150785279044
2007,"F",25,2.89182323269142
2007,"F",26,2.77527531834058
2007,"F",27,2.9064830290538
2007,"F",28,2.82527352394465
2007,"F",29,2.94400194164479
2007,"F",30,2.88462747310121
2007,"M",0,0.13275276448852
2007,"M",1,0.417142533290427
2007,"M",2,0.82669731510094
2007,"M",3,1.1117221123434
2007,"M",4,1.34991822944106
2007,"M",5,1.57122814310551
2007,"M",6,1.60798697040842
2007,"M",7,1.72375926309667
2007,"M",8,1.72003778181115
2007,"M",9,1.65354303722954
2007,"M",10,1.58331658009124
2007,"M",11,1.66721052883961
2007,"M",12,1.85130930591119
2007,"M",13,1.85077090440042
2007,"M",14,1.9566058682675
2007,"M",15,1.96279674777779
2007,"M",16,1.94992707076597
2007,"M",17,1.95620672065458
2007,"M",18,2.02098147010197
2007,"M",19,1.90033397632043
2007,"M",20,1.92081894910585
2007,"M",21,2.12244344050373
2007,"M",22,2.05270917934074
2007,"M",23,1.97662539621567
2007,"M",24,2.07387509486447
2007,"M",25,2.06783661791655
2007,"M",26,2.06508718519776
2007,"M",27,2.1498507849575
2007,"M",28,2.05596460773032
2007,"M",29,2.13258628640959
2007,"M",30,2.07664500523381
2008,"F",0,0.131368343800748
