"year","month","fleet","sex","partition","input_n","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","f58","f60","f62","f64","f66","f68","f70","f72","f74","f76","f78","f80","f82","f84","f86","f88","f90","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56","m58","m60","m62","m64","m66","m68","m70","m72","m74","m76","m78","m80","m82","m84","m86","m88","m90"
2003,7,7,3,0,994,0,0.0277225580780556,0.134703373964006,0.191690907241918,0.216028141207544,0.185405163932257,0.25073161784046,0.212763440322765,0.258748061311037,0.629868526287647,0.433117570999645,0.848510530546806,0.843037000768885,1.05443616850511,1.92844384617613,2.928282548192,6.11854034637993,5.66490930033913,6.01818817331328,4.07833717930858,3.09094525507281,2.64246784824382,1.92211340210816,1.29970795953801,0.748826081978365,1.16684200277999,1.06310648849772,0.367987172120658,1.43923978208391,0.134541162571372,0.262963180858167,0.551451139152573,0.0420639853613411,0.0198588375360917,0.0526371686226445,0.0679997882241136,0.0393023323205536,0.0204371314620914,0.109458960625708,0.245529972929741,0.468726949365044,0.0633599852110309,0,0.0140824968524725,0.116149821351107,0.177818724244224,1.35314540019293,0.702823109631129,1.07297602001147,1.72850183098234,1.88912609929625,3.14576548249704,6.22041230053525,8.98984527729723,7.11553220045579,6.82447941706946,4.58179755509611,3.26846985494519,1.85737747383213,1.54220348545822,0.646255041895806,0.499594444232003,0.227916707351637,0.087104229833352,0.0597545249207334,0,0.0082282549736524,0,0,0,0,0,0,0.0276092056653719
2004,7,7,3,0,780,0.0612644959055376,0.0721302388963266,0.29044931168574,0.691065993636048,0.450704268327798,0.336548034313577,0.0222837048967766,0,0.0137499120201629,0.0616745207700929,0.199240828514708,0.532892644132186,0.797234628123324,1.26063565456048,3.03042779862807,8.0099126528449,5.33816919800395,5.26108219175223,4.74185260908375,3.97480194337379,3.97900493144153,2.67856840465971,2.40853467571464,1.20235627681726,0.795481256425833,0.48261453512774,0.343700890825642,0.200763886462001,0.176192739658065,0.152986683203334,0.0956299726010262,0.0924937543285351,0.0248751551919072,0,0,0.00855085570465264,0,0.0950105248931791,0.0625791072802948,0.367410039783595,0.536817219254226,0.56991381195615,0.130127154347783,0.0646899887349633,0,0.0125414761247227,0.167003771819741,0.374894324122595,0.697395039735677,1.59631081496375,2.89750882650404,6.70270726199702,6.64776221809469,7.93047441588641,7.08958577310754,5.70896257387432,4.50814553943675,2.55582292667216,1.57767787547434,0.897660794071638,0.480539068008733,0.296568388635587,0.092556049502096,0.071357716793343,0.0643400652945628,0.0157625859987531,0,0,0,0,0,0,0,0
2005,7,7,3,0,1059,0,0,0,0.022775035746237,0,0,0.0166200347827494,0.199227122465587,0.643236154072712,1.64946339838772,1.64543977612868,1.31176889270726,1.47273262785085,1.95269260946665,2.10793567220585,3.19113009805366,3.44548872673668,2.93978031932641,3.33553789297839,3.58234936344998,3.51218291758568,3.40743956444958,2.86086132581314,1.99003332839487,2.08774420560469,0.998967989863885,0.716480746105768,0.37180527834185,0.380497637586224,0.174342435573024,0.14907022205569,0.0555079267705857,0.0379465128144176,0.0117214386920944,0.0374386720914283,0.0127982842745421,0,0.00923472916427274,0,0.0313654913286525,0.028019638666695,0.0591812214306764,0.0101405456577572,0.0391234569774209,0.356076683423176,0.812112827760949,1.21092646373925,1.38569045941202,1.98969225128528,2.57157539376286,3.44491832725016,4.12736803090244,5.14372216917465,6.52839602519559,7.93769746797024,7.02590043897522,5.43852748822922,3.95172109753637,1.797360825361,1.04021928414214,0.365853218721516,0.232047296578656,0.0964320746688825,0.0363054271519902,0.009375455156052,0,0,0,0,0,0,0,0,0
2006,7,7,3,0,944,0,0,0.0149384581767724,0,0,0,0.0175945864814519,0,0.0164942112161702,0.121639868462207,0.108039589309779,0.151548491091765,0.427550340924648,0.823639843090445,1.84193242011678,2.18611205845953,3.18071303111973,3.72209108677877,3.76597646618896,3.63338434189479,3.85074901672151,4.08567530471757,4.51727357435825,3.26787926199376,2.74056769580153,2.39986782565432,1.29836370249782,0.793488675795348,0.461048828077767,0.283398137491326,0.288832014510586,0.241479003245253,0.0767324493086749,0.0393483173290079,0.07881538885369,0,0,0,0,0.0280050067818712,0.0129252778289178,0.0150800589663804,0,0,0.0146988217438346,0.0133751965252711,0.0470173510226113,0.0578305793221555,0.180062163805266,0.839672274249743,1.92750553757121,3.84433584501028,4.95437126709838,6.5915967755445,6.92820673795297,9.7464868671832,7.6274481999976,5.94779944068554,2.95613435811587,1.83485065283238,1.08964555594479,0.408778293393503,0.31934317206061,0.0887081014465117,0.0401258696342862,0,0,0.0508226056141295,0,0,0,0,0,0
2007,7,7,3,0,1004,0,0,0.0240309121812446,0,0,0,0.0196930484707402,0.0531161002169288,0.125036330186554,0.128748288830421,0.261808069425973,0.135946706164045,0.0836136352604367,0.22524041950702,0.668446439479104,1.51415481363674,3.27183297478054,3.91217702752306,4.54862309785168,3.56699545844359,4.64379204158103,3.5530560370234,3.79831944068804,2.31238778009632,2.95749587227529,1.48767629749853,1.21961646830033,0.931030504256794,0.564815408293454,0.297270128849428,0.282205405662927,0.133599343660118,0.0252228993662743,0.0295317648484642,0.0108838702327194,0.00749225168749754,0,0,0.0211884991113834,0.0198750364701391,0.0196930484707402,0,0,0,0.0505632768560144,0.0303223824466082,0.170918701999894,0.179329609962578,0.0290891005414116,0.196462655447608,0.623066808033165,2.34831425186097,4.72216661513396,8.67745877919122,6.78646549401342,10.5206497080939,9.3293043317641,6.88606186685604,3.77763714488382,2.94853347709143,0.940263856281596,0.615685004729508,0.156458630331935,0.0639007925292431,0.0557813163133541,0.0267053159485157,0.010245459358763,0,0,0,0,0,0,0
2008,7,7,3,0,909,0,0.0516468903849146,0.194670131733532,0.207013573758873,0.155267861830434,0.019487791878278,0.06522639577772,0,0.0185947360888251,0.0708826080493317,0.164693444842265,0.250394265113824,0.525602796670318,0.87516151836068,0.901395431957149,1.16100726759701,1.98904512899056,3.11821192979643,4.01080194742239,4.38453486461429,3.61300006187454,4.57110357359967,4.06891601327787,3.78844305841391,2.11358501643624,1.73038101681667,1.19539058515979,1.39130537419168,0.659459581076088,0.315326228246586,0.207457239357259,0.0838319359190324,0.109687827792818,0.0776295694015613,0.0335726950430207,0,0,0.0234346303792945,0.126728411149124,0.127820315864415,0.20262407520598,0.054135887943833,0.03261319788886,0,0.0274779829566127,0.126057211102169,0.0411018313781443,0.122180333360125,0.338594787239079,0.639176933696576,0.388213763037529,1.19106128539031,4.60399043333821,6.93253905562863,9.18864834803258,9.15180888431174,7.50556779888788,7.06237800264562,5.25550163755954,2.21629762364803,1.25240437013125,0.644214702321899,0.27829233403767,0.204247446934899,0.0346860738615289,0.0458164930956869,0,0,0.0596577874992031,0,0,0,0,0
2009,7,7,3,0,987,0,0.0513696553681943,0.154368174150672,0.153408157790945,0.216757539415497,0.237351511778313,1.79442742266441,6.81588284061698,5.96395900618245,3.9185834123091,2.24124385919854,1.1204894876983,0.236430565249443,0.125427454498011,0.137946753811782,0.327361009176674,0.710466156669771,1.53088560089546,2.23225627107975,2.87774024693507,2.71452114973483,2.15182720431296,1.19599618240743,1.5221689635352,1.20532487433817,0.90114327660979,0.704869637489853,0.404719920540792,0.406171922926605,0.150590952217114,0.104299692726137,0.0703840366327142,0,0.0476109887630677,0.0177562246712893,0,0.0154248827324165,0,0.069660003987099,0.135089483150942,0.21888715448849,0.198441245498806,0.554949517718366,2.27622559379505,6.61218348515448,6.79822846058211,4.82702206233806,2.58405478462165,1.57109500068438,0.263286081341932,0.328450526603798,0.95700504579094,1.95362584761832,4.16584604592661,4.75839847591028,5.21313682197568,5.25952777379855,3.32359574207447,2.85369673896141,0.982414302673565,0.869502000741996,0.38893025956764,0.131709539921167,0.151681076744141,0.0636380855538204,0.0305538076485278,0,0,0,0,0,0,0,0
2010,7,7,3,0,1047,0,0.0537718767479159,0.032474859050072,0.17547561299138,0.130898958494619,0.0221031469565435,0,0.048779595903584,0.196240877902136,0.365202297584753,1.02777312415623,2.75963171824166,5.12851389543642,6.07429663903665,4.54042404784319,1.81330395540706,1.03312558504589,1.97749778362262,1.65202545225502,3.36314721746555,2.76519305926322,2.60606285953812,2.03725730711692,1.66850503597781,1.88573472129612,1.03252449255624,0.76808041964206,0.847095719024333,0.337967448488968,0.175789422187022,0.232113021469879,0.0644786932495138,0.0802926241401482,0.063027440106338,0,0.0103943322828296,0,0.01963918683284,0.0749593467443236,0.239649498582398,0.207107437105109,0.0754661519134408,0.0473261399557904,0,0.0970103214890319,0.172866443532967,0.461864901510735,1.1628247299256,4.60634476526123,6.84338758769795,6.41922814562351,2.81673932779686,2.47230708372813,3.5015083581295,4.88162888683449,5.72253308712169,5.45378696050542,4.24755902701934,2.58203091309711,1.43409062362016,0.821377494157359,0.338614411928662,0.127816745829272,0.0980221467823655,0.0908241798339634,0,0,0.0142828569599528,0,0,0,0,0,0
2011,7,7,3,0,1071,0,0.19697236745346,0.410981659168722,0.18735460324517,0.0654967358821233,0.0273310051909808,0.355681072187277,0.963558605383751,2.86065487922222,4.28137582194147,2.97215719150636,1.07150807914913,0.883510310650714,1.88475997224995,2.6218904170521,3.62558906686847,3.09158311913822,2.16424449249556,1.59055056809694,2.61232303236414,2.12944105342059,3.00828353310901,1.91895285998654,2.15339400484007,1.17046009161144,0.959366406492575,1.23092580803978,0.571106721405645,0.388186103100219,0.267977808066894,0.140772874116381,0.0748051247085724,0.091727116444828,0.0777605753292931,0.0419097633098246,0,0,0.0524989378117328,0.427319019480636,0.731096498833639,0.412832166818333,0.0503270113794684,0.0137683421390495,0.448771412008115,1.07975213655477,3.43584863404003,4.15541187759345,2.54441905079601,1.08581085387909,1.45746087820577,3.20943446737431,3.03945167191354,3.52394733688781,3.54709243169685,5.07077767862814,4.745912376248,5.48540012084146,3.85044064926713,2.07428196431719,1.61157508121933,0.962068711328377,0.4426121472377,0.160494856632559,0.174279623657058,0.0435135151357022,0.0258882012872673,0.0181295441818834,0.0176024747288956,0,0,0.00918748464825371,0,0,0
2012,7,7,3,0,1006,0.0535836505434855,0.235899131065201,0.0558407943310471,0.181769106668249,0.367297032062634,0.2145344592784,0.355775637927855,0.722403923806002,0.655686029825773,1.46040150355657,1.21953584603381,2.26046538348853,3.32568333335868,3.94636910085534,3.2598916003589,2.63810476280929,2.73455502685925,3.12375209811593,2.62324399706391,2.95220140948322,2.75125842106957,3.15376677074039,2.09370550180449,1.51799478172062,1.21715478768819,1.41592912478216,0.647586256694336,0.324525437205726,0.206801295384094,0.35093164551499,0.249371660598393,0.089599682927256,0.0922310672412417,0.0458629177648425,0.014817890592392,0.0101498769733395,0.0123770685652641,0,0.125028517934799,0.0386905193840569,0.0910335214060384,0.379621847384028,0.259414251252915,0.262190627476144,0.426134386917579,0.860628084989271,1.55335280448757,1.72655215605115,2.76016754573541,4.61979790632215,3.43909169433716,3.85379957465467,3.85760668065796,5.15194180920694,5.627895201359,5.27941863260286,5.27936832555934,3.36715963994726,1.79218042860495,1.23282990639205,0.718508836892082,0.508270880877146,0.137420678675324,0.0577791437714902,0,0.0130583823612885,0,0,0,0,0,0,0,0
