"year","sex","age","pred_weight"
1986,"F",0,0.167761238101837
1986,"F",1,0.496661460855831
1986,"F",2,0.944021703179868
1986,"F",3,1.34967025335427
1986,"F",4,1.69095167573153
1986,"F",5,1.95553364959106
1986,"F",6,2.16015276328784
1986,"F",7,2.30533859695204
1986,"F",8,2.58493556368498
1986,"F",9,2.36742026383269
1986,"F",10,2.36823060117268
1986,"F",11,2.53241696208058
1986,"F",12,2.57763377481839
1986,"F",13,2.60136491379112
1986,"F",14,2.93107889788321
1986,"F",15,2.82582142167171
1986,"F",16,2.87293670860683
1986,"F",17,2.9567529596113
1986,"F",18,3.20005436220011
1986,"F",19,3.35959721854854
1986,"F",21,3.26526159463654
1986,"M",0,0.165620121280217
1986,"M",1,0.487799805371551
1986,"M",2,0.877468186394646
1986,"M",3,1.15650991564167
1986,"M",4,1.36673971325323
1986,"M",5,1.51992006496954
1986,"M",6,1.60877756404081
1986,"M",7,1.6694440964709
1986,"M",8,1.89600415725919
1986,"M",9,1.78514006326029
1986,"M",10,1.77174738355637
1986,"M",11,1.82003831204058
1986,"M",12,1.81600434598914
1986,"M",13,1.85857863341069
1986,"M",14,2.11149535240484
1986,"M",15,2.02478391847066
1986,"M",16,2.08331916491021
1986,"M",17,2.17033449482375
1986,"M",18,2.2780320126345
1986,"M",19,2.30122600151574
1986,"M",21,2.3700812769399
1989,"F",0,0.195206240061795
1989,"F",1,0.572666876801827
1989,"F",2,1.09460308316128
1989,"F",3,1.55585681070102
1989,"F",4,1.98712331165052
1989,"F",5,2.28523941986256
1989,"F",6,2.52979885929486
1989,"F",7,2.70203189398996
1989,"F",8,2.81201092248436
1989,"F",9,2.80456907529162
1989,"F",10,2.76865356086528
1989,"F",11,3.14380792084156
1989,"F",12,2.99819588795252
1989,"F",13,2.95153157576469
1989,"F",14,3.07105874575437
1989,"F",15,3.12266570063881
1989,"F",16,3.11508037611483
1989,"F",17,3.46856258072871
1989,"F",18,3.40694707254714
1989,"F",19,3.51359222856698
1989,"F",20,3.55611942292432
1989,"F",21,3.76361031749818
1989,"F",22,3.92229168183982
1989,"F",24,3.93273412591632
1989,"M",0,0.192714845929213
1989,"M",1,0.56244909875895
1989,"M",2,1.0174335812071
1989,"M",3,1.33318773561355
1989,"M",4,1.60612534594705
1989,"M",5,1.77618076182674
1989,"M",6,1.88407214320115
1989,"M",7,1.95671525209425
1989,"M",8,2.0625598851246
1989,"M",9,2.11476968959397
1989,"M",10,2.07131632367562
1989,"M",11,2.25944263812201
1989,"M",12,2.11230036471421
1989,"M",13,2.10875971051623
1989,"M",14,2.21233426138943
1989,"M",15,2.23748154958531
1989,"M",16,2.25891041329022
1989,"M",17,2.54601622767972
1989,"M",18,2.42531332851415
1989,"M",19,2.40670808704718
1989,"M",20,2.47858902152606
1989,"M",21,2.73180634649677
1989,"M",22,2.82550415383981
1989,"M",24,2.75932868892091
1992,"F",0,0.144223493517038
1992,"F",1,0.457505926265634
1992,"F",2,0.899784197069079
1992,"F",3,1.23782481057477
1992,"F",4,1.56658478749479
1992,"F",5,1.81173168344492
1992,"F",6,1.993955334745
1992,"F",7,2.1710587557034
1992,"F",8,2.24683355394297
1992,"F",9,2.24571765135009
1992,"F",10,2.21876777675863
1992,"F",11,2.33835674928956
1992,"F",12,2.4285008997778
1992,"F",13,2.35928032302359
1992,"F",14,2.60673208996568
1992,"F",15,2.48342911114468
1992,"F",16,2.41658956846963
1992,"F",17,2.48483544834045
1992,"F",18,2.57414881778996
1992,"F",19,2.6048459268779
1992,"F",20,2.85232045052077
1992,"F",21,2.73968205613406
1992,"F",22,2.80473294548815
1992,"F",23,2.87782495448308
1992,"F",24,3.09933657308855
1992,"F",25,3.15624744303708
1992,"F",27,3.0284730325555
1992,"M",0,0.142382786143058
1992,"M",1,0.449342901307757
1992,"M",2,0.836349423841939
1992,"M",3,1.06067142229682
1992,"M",4,1.26621811490931
1992,"M",5,1.40815134456256
1992,"M",6,1.48500173726362
1992,"M",7,1.5722034184447
1992,"M",8,1.64801236007308
1992,"M",9,1.69337088620915
1992,"M",10,1.65992956988425
1992,"M",11,1.68056798491394
1992,"M",12,1.71093668593233
1992,"M",13,1.68561818272837
1992,"M",14,1.87784187484754
1992,"M",15,1.77944978700491
1992,"M",16,1.75239758907054
1992,"M",17,1.82393462056535
1992,"M",18,1.83246681102604
1992,"M",19,1.78424340387553
1992,"M",20,1.98804632627364
1992,"M",21,1.98859079366789
1992,"M",22,2.02044754207848
1992,"M",23,2.00634756007269
1992,"M",24,2.17459102215623
1992,"M",25,2.28158230499705
1992,"M",27,2.14850554517484
1995,"F",0,0.145792431505173
1995,"F",1,0.422488035510002
1995,"F",2,0.778047603963424
1995,"F",3,1.09787426730025
1995,"F",4,1.50244877056997
1995,"F",5,1.78783189729065
1995,"F",6,1.9043908736106
1995,"F",7,2.0547158520599
1995,"F",8,2.13837653987094
1995,"F",9,2.12488628650907
1995,"F",10,2.1401492622438
1995,"F",11,2.24293028566945
1995,"F",12,2.33441673601507
1995,"F",13,2.26972837547725
1995,"F",14,2.32756743275387
1995,"F",15,2.41479984894326
1995,"F",16,2.31892186831987
1995,"F",17,2.53196102420523
1995,"F",18,2.4575990665973
1995,"F",19,2.42586588927147
1995,"F",20,2.45299985759029
1995,"F",21,2.4849607715466
1995,"F",22,2.49616509714457
1995,"F",23,2.77100596409921
1995,"F",24,2.70841595641801
1995,"F",25,2.70940407990859
1995,"F",26,2.65254849612795
1995,"F",27,2.86516061695512
1995,"F",28,3.040008650664
1995,"F",30,2.84557218856713
1995,"M",0,0.143931699961388
1995,"M",1,0.414949815390269
1995,"M",2,0.723195258836551
1995,"M",3,0.94075013737988
1995,"M",4,1.21437911640977
1995,"M",5,1.38957546143626
1995,"M",6,1.4182984475439
1995,"M",7,1.48795203172401
1995,"M",8,1.56846107359097
1995,"M",9,1.60225866858923
1995,"M",10,1.60111260023537
1995,"M",11,1.61198535323372
1995,"M",12,1.64465215321437
1995,"M",13,1.62163664157374
1995,"M",14,1.67673678801958
