"year","month","fleet","sex","partition","ageerr","Lbin_lo","Lbin_hi","input_n","u0","u1","u2","u3","u4","u5","u6","u7","u8","u9","u10","u11","u12","u13","u14","u15","u16","u17","u18","u19","u20","u21","u22","u23","u24","u25","u26","u27","u28","u29","u30","u31","u32","u33","u34","u35","u36","u37","u38","u39","u40","u41","u42","u43","u44","u45","u46","u47","u48","u49","u50"
1995,7,7,0,0,1,-1,-1,185,10.843314692569,21.1124234919837,12.188275674902,9.12586708869646,11.4565909951097,12.2866293388074,5.73582405875328,3.56462241904506,1.50726525280288,2.62576644966283,0.283701241886748,0.139897227365499,0.413628727001715,1.34635960477952,0.0690071094287639,0,2.41063174318957,0.0622332334541576,0.118370137433977,0,1.34635960477952,0.765789476802166,0.130369699355581,2.09616400637394,0,0,0,0.130369699355581,0,0,0,0.0622332334541576,0,0.178305793006785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,7,0,0,1,-1,-1,188,0,0.764586831120201,6.85718346639706,41.4059436555365,15.3666065537183,1.31180318951555,4.91324350421352,8.9165925914365,11.179982727631,3.88216076157165,1.32035792084987,0.739309604903325,0.888123130972945,0.673805073288819,0.0664799762490815,0.232332238320778,0,0.335465315469686,0.476887827269131,0,0,0.669135631535997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,7,0,0,1,-1,-1,290,0.36308629802766,77.1005516468852,8.13440631523335,2.55145114097511,0.697718354321568,1.24741723736952,3.57411524183947,1.2972112505437,1.36977928275981,0.422994173032765,1.0439763516408,0.361697935695122,0.484348634365561,0.268535577589686,0.0969836125612947,0.377798383811732,0.0210515147079404,0.154966278111601,0,0.141152791706996,0.0250053809558273,0.0629939634430075,0.0506177765846354,0.0250053809558273,0.0552233620039106,0,0,0,0,0,0,0.0294120932627719,0,0,0,0,0.0425000216151689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,7,0,0,1,-1,-1,490,0.373674144505686,3.956769112656,15.0801534076931,31.8293143606557,32.2193336771968,6.74001334395939,1.14077418357032,2.59949571671178,0.275511073732835,2.57184146841552,0.196480049609611,0,0.104894924488871,0.0301047440893383,0.443803660096845,0,0.0136851998309062,0,0,0,0,0,0,0,2.13227029477627,0.0171010308435954,0,0,0,0.0478049928874196,0,0,0,0,0.0903956865296173,0.00855051542179768,0,0.12802841232856,0,0,0,0,0,0,0,0,0,0,0,0,0
