"year","sex","age","pred_weight"
2003,"F",0,0.156812397804093
2003,"F",1,0.495394004514283
2003,"F",2,0.950045076692817
2003,"F",3,1.29817942886494
2003,"F",4,1.71886670713995
2003,"F",5,2.24202539329409
2003,"F",6,2.47306994201048
2003,"F",7,2.63238011880071
2003,"F",8,2.71609794929049
2003,"F",9,2.70626731158425
2003,"F",10,2.83033539863493
2003,"F",11,2.92288580598662
2003,"F",12,2.88909419644947
2003,"F",13,2.8452264088056
2003,"F",14,2.94331016446119
2003,"F",15,2.94007449375274
2003,"F",16,2.99475780932553
2003,"F",17,2.99846768683168
2003,"F",18,3.27544980973615
2003,"F",19,3.18378557144006
2003,"F",20,3.10364500748826
2003,"F",21,3.1259012130905
2003,"F",22,3.07372065773299
2003,"F",23,3.15654903284042
2003,"F",24,3.55242940594139
2003,"F",25,3.21696391777087
2003,"F",26,3.23938964858832
2003,"F",27,3.33320048653971
2003,"F",28,3.65007505052319
2003,"F",29,3.82222108420579
2003,"F",30,3.47869675224155
2003,"M",0,0.158150769528472
2003,"M",1,0.482892337604823
2003,"M",2,0.867070933321524
2003,"M",3,1.08805867396677
2003,"M",4,1.32746706334876
2003,"M",5,1.61501808109017
2003,"M",6,1.7069949195277
2003,"M",7,1.79417625408165
2003,"M",8,1.85058998911383
2003,"M",9,1.85685077649772
2003,"M",10,1.96188399541712
2003,"M",11,2.00999618108356
2003,"M",12,1.95511221556199
2003,"M",13,1.94275301108923
2003,"M",14,2.04734770798089
2003,"M",15,2.05157026834854
2003,"M",16,2.11626256509646
2003,"M",17,2.15414391007643
2003,"M",18,2.27762575958063
2003,"M",19,2.10693411719851
2003,"M",20,2.10290880149618
2003,"M",21,2.25951961380951
2003,"M",22,2.22057318455228
2003,"M",23,2.16957988994338
2003,"M",24,2.43856414622081
2003,"M",25,2.32148873856349
2003,"M",26,2.39085435311822
2003,"M",27,2.37936255539191
2003,"M",28,2.49902584074717
2003,"M",29,2.62213990505434
2003,"M",30,2.49889098273871
2004,"F",0,0.171492420720267
2004,"F",1,0.519404357512236
2004,"F",2,1.08962949541724
2004,"F",3,1.52290211290187
2004,"F",4,1.94239880899616
2004,"F",5,2.35599238177025
2004,"F",6,2.74672801479001
2004,"F",7,2.99171025250083
2004,"F",8,3.13186968634859
2004,"F",9,3.04723040031952
2004,"F",10,3.05714764361768
2004,"F",11,3.27784870868697
2004,"F",12,3.27684311351456
2004,"F",13,3.22022389100847
2004,"F",14,3.27554248968147
2004,"F",15,3.338658180363
2004,"F",16,3.27053252648006
2004,"F",17,3.43792271045456
2004,"F",18,3.4922814461502
2004,"F",19,3.72160788517462
2004,"F",20,3.55977589577249
2004,"F",21,3.43851776762798
2004,"F",22,3.49464266673859
2004,"F",23,3.58105114394169
2004,"F",24,3.66107840087469
2004,"F",25,3.86748945161982
2004,"F",26,3.49380447697615
2004,"F",27,3.73757552147838
2004,"F",28,3.86145219669282
2004,"F",29,4.04131388297089
2004,"F",30,4.14890761683456
2004,"M",0,0.172956084372193
2004,"M",1,0.506296769996504
2004,"M",2,0.994464459365401
2004,"M",3,1.27640818880792
2004,"M",4,1.50009912468467
2004,"M",5,1.69711293496065
2004,"M",6,1.89588280012789
2004,"M",7,2.03908829723842
2004,"M",8,2.13387248802267
2004,"M",9,2.09079572841178
2004,"M",10,2.11910186917544
2004,"M",11,2.25409537831963
2004,"M",12,2.21751025203188
2004,"M",13,2.19880556474394
2004,"M",14,2.27844638652652
2004,"M",15,2.32970010575093
2004,"M",16,2.31114033066964
2004,"M",17,2.46985495376955
2004,"M",18,2.42840240073711
2004,"M",19,2.46284884712344
2004,"M",20,2.41196530032026
2004,"M",21,2.48549068212763
2004,"M",22,2.5246633183236
2004,"M",23,2.46135145246369
2004,"M",24,2.51314621761233
2004,"M",25,2.79093376175318
2004,"M",26,2.57862700967837
2004,"M",27,2.66802050451732
2004,"M",28,2.64374531722631
2004,"M",29,2.7724430816356
2004,"M",30,2.98033101771324
2005,"F",0,0.131903790237774
2005,"F",1,0.400752576498826
2005,"F",2,0.806009002509516
2005,"F",3,1.2322897257276
2005,"F",4,1.60761432959786
2005,"F",5,1.87834898455772
2005,"F",6,2.03636306352371
2005,"F",7,2.3442557346381
2005,"F",8,2.51119715218752
2005,"F",9,2.47896130211449
2005,"F",10,2.42860683596099
2005,"F",11,2.49789175250541
2005,"F",12,2.5926202246891
2005,"F",13,2.57683264734863
2005,"F",14,2.61552378242013
2005,"F",15,2.62135212648159
2005,"F",16,2.62022324302098
2005,"F",17,2.64886042453012
2005,"F",18,2.82495914785394
2005,"F",19,2.7994653734416
2005,"F",20,2.93572695394986
2005,"F",21,2.78245461299593
2005,"F",22,2.71209562443307
2005,"F",23,2.87246735640274
2005,"F",24,2.93030760502517
2005,"F",25,2.81202326881789
2005,"F",26,2.96338272175467
2005,"F",27,2.8440130377364
2005,"F",28,3.05481843175353
2005,"F",29,3.01632164527102
2005,"F",30,3.09490086795079
2005,"M",0,0.133029570505564
2005,"M",1,0.390639262290656
2005,"M",2,0.735614546316359
2005,"M",3,1.03283374786671
2005,"M",4,1.24154773854427
2005,"M",5,1.35304782083713
2005,"M",6,1.4055653439882
2005,"M",7,1.59779658816852
2005,"M",8,1.71098259241474
2005,"M",9,1.70088933899308
2005,"M",10,1.68342058857423
2005,"M",11,1.71773829583508
2005,"M",12,1.75448189880138
2005,"M",13,1.75949069262685
2005,"M",14,1.81934159904878
2005,"M",15,1.82916728708376
2005,"M",16,1.85159559285022
2005,"M",17,1.90298083824717
2005,"M",18,1.96437133788149
2005,"M",19,1.85260249877699
2005,"M",20,1.98913407794885
2005,"M",21,2.01126342261572
2005,"M",22,1.95932145050534
2005,"M",23,1.97432301736251
2005,"M",24,2.01150881452039
2005,"M",25,2.02926750750214
2005,"M",26,2.18714549617395
2005,"M",27,2.03016234887849
2005,"M",28,2.0914830774914
2005,"M",29,2.06927259786903
2005,"M",30,2.22319461057047
2006,"F",0,0.139348797977992
2006,"F",1,0.373716042009527
2006,"F",2,0.753986725759593
2006,"F",3,1.10516454156194
2006,"F",4,1.57716009472508
2006,"F",5,1.88483276621806
2006,"F",6,1.9683878998789
2006,"F",7,2.10716048790224
2006,"F",8,2.38571928144308
2006,"F",9,2.40990513594366
2006,"F",10,2.3953817756518
2006,"F",11,2.40584413067136
2006,"F",12,2.39539250942698
2006,"F",13,2.47185244731885
2006,"F",14,2.53753413331071
2006,"F",15,2.53777942883409
2006,"F",16,2.49427752964179
2006,"F",17,2.57295369244024
2006,"F",18,2.6389320685595
2006,"F",19,2.74556107039593
2006,"F",20,2.6773997603958
2006,"F",21,2.78210914770362
2006,"F",22,2.66081626859617
2006,"F",23,2.70277814205012
2006,"F",24,2.84977691197968
2006,"F",25,2.72882802142628
2006,"F",26,2.61234534889334
2006,"F",27,2.92464934647904
2006,"F",28,2.81825367236133
2006,"F",29,2.89311344253736
2006,"F",30,2.8006244998858
2006,"M",0,0.140538120338033
2006,"M",1,0.364285016536165
2006,"M",2,0.688135742245201
2006,"M",3,0.926284794589888
2006,"M",4,1.21802817558737
2006,"M",5,1.35771834091536
2006,"M",6,1.35864663092446
2006,"M",7,1.43619733484985
2006,"M",8,1.62548932383963
2006,"M",9,1.65350784226237
2006,"M",10,1.66039020351851
2006,"M",11,1.65443942593558
2006,"M",12,1.62101365957601
2006,"M",13,1.68780901587825
2006,"M",14,1.76509249840069
2006,"M",15,1.77085064847355
2006,"M",16,1.76259534126769
2006,"M",17,1.84844830972159
2006,"M",18,1.83501503801662
2006,"M",19,1.81693024240096
