"year","month","fleet","sex","partition","ageerr","Lbin_lo","Lbin_hi","input_n","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","f58","f60","f62","f64","f66","f68","f70","f72","f74","f76","f78","f80","f82","f84","f86","f88","f90","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56","m58","m60","m62","m64","m66","m68","m70","m72","m74","m76","m78","m80","m82","m84","m86","m88","m90"
1998,7,6,3,0,1,-1,-1,273,28.4452709292405,1.33222550551431,0.580132078980006,1.12397287383349,0.855229323138177,1.22370323634404,0.53301179204355,1.01865821677881,0.617987384257319,0.584684573379227,0.401298566508442,0.244829932190808,0.335524987018085,0.775668064596299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4386584897822,2.66659780913692,2.21640948565244,3.18513763803909,1.3928181327055,1.18141550945548,2.1776664584507,1.35993667862959,1.29639301238728,1.85900885462017,1.48555540909341,1.20097040336576,1.49799604607896,0.694045012664536,0.303129660841829,0.505916811630436,0.118934874697077,0,0.347212248945587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,7,6,3,0,1,-1,-1,302,28.9970200569579,1.70480360629885,0.812223047820677,1.04688131871359,1.25986312516197,0.585411277066962,0.757544879076141,1.65699745487712,0.482354408870226,1.30939088620378,0.58585602249961,0,0.422601729283503,0.135901532352989,0.390615414804142,0.220119008864518,0,0.658006247372138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4092970202516,3.28740192857747,2.38706274105196,1.40295210558253,3.46783239421702,1.15746463434221,1.78737701602271,0.498629257585185,1.95764520400295,1.00978012630068,1.24834492177693,0.579847602517632,1.50798342014967,0.246155423387985,0.487737807882493,0,0.369015379393042,0,0.169883000733818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,6,3,0,1,-1,-1,357,37.554572773988,1.33324414117178,0.425595592301263,0.545772686600468,0.938970405874294,0.927386135468488,0.827246742966562,0.727932016407621,0.359138928516834,0.161546092304252,0.289152112942042,0.20145995201072,0.0726114029153806,0,0,0,0,0,0,0,0.199802784236682,0,0.11826109969418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8308315288144,2.18734124319964,2.36100695304273,1.08571371052887,2.09062018916861,2.10999465575691,0.995638063996276,1.46427746869009,1.55918179982229,0.740279191159406,0.434071850205052,0.196138801885958,0.500696033726922,0.119858056895357,0.378428815487364,0.180070099709715,0.0831586705117904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,3,0,1,-1,-1,321,31.0041300038162,1.08587967647476,1.96128502609978,0.523078335382022,0.539970779375903,0.554952297471587,0.411192242195364,0.336032508296696,0.145763197908317,0,0,0.57389510106068,0.64892990611517,0.260785742230697,0,0,0,0,0,0.260587904675448,0.121102019324598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5068751769994,0.89329716773197,2.44993215358543,0.626373710979241,1.19752424371478,0.851090484328237,1.52585202064778,1.40139971574407,0.666646298364991,1.00478200644979,1.36385464219176,1.15211504958179,0.878937036467988,0.222431279970856,1.7749933292408,0.909050583947706,0.711955472651225,0.081356420237193,0,0.259454424213076,0.0944940425247232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,6,3,0,1,-1,-1,426,32.9015312136461,0.812958029701577,0.883932496372521,0.794229054904854,0.111034860969755,0.513233419483832,0.85639149709986,0.570353689862665,0.458839845792786,0.631725110113807,0.265969044274435,0.548118695210483,0.603591447264305,0.115768941545248,0.302200539406835,0.108440448672722,0.341929916902056,0.0495289850117759,0,0.0689854316628899,0.0495289850117759,0,0,0,0,0,0,0.0611971639539855,0,0,0,0,0,0,0,0,0,40.1435849508697,1.52903858951565,1.08278663575129,2.1094009709608,1.00289241230548,0.93427635544649,0.782907167929664,1.05734389357382,1.27787921793921,0.562626108760223,1.06498292715324,1.33352073254599,1.58352814704155,1.11788434152139,1.01025754656446,0.806095035476502,0.447255358327967,0.55319175130499,0.245221691260056,0.305837348887278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
