"year","month","fleet","sex","partition","input_n","u18","u20","u22","u24","u26","u28","u30","u32","u34","u36","u38","u40","u42","u44","u46","u48","u50","u52","u54","u56","u58","u60","u62","u64","u66","u68","u70","u72","u74","u76","u78","u80","u82","u84","u86","u88","u90","u18","u20","u22","u24","u26","u28","u30","u32","u34","u36","u38","u40","u42","u44","u46","u48","u50","u52","u54","u56","u58","u60","u62","u64","u66","u68","u70","u72","u74","u76","u78","u80","u82","u84","u86","u88","u90"
1995,7,4,0,0,23,44.9456224292993,17.7856215897229,13.5426094297019,9.71830949919171,0.286828692928802,0,0,0,0,0.607017987221644,0.303508993610822,0.303508993610822,0,0,0.450570564787629,1.23948805345317,2.3484955002887,2.11517710401855,2.23678659618548,1.47332118652982,0.961945875658724,0.450570564787629,0.415732634520545,0,0,0.303508993610822,0.303508993610822,0,0,0,0.207866317260272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,4,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,4,0,0,2,0,0,0,0,0,0,0,0,4.54545454545454,4.54545454545454,4.54545454545454,13.6363636363636,40.9090909090909,18.1818181818182,4.54545454545454,4.54545454545454,4.54545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,4,0,0,42,0.630910933241614,1.15391329682194,2.48769992075709,1.39297873332848,2.67759497128491,1.70509804179947,2.35465920058021,1.38031746240909,2.01856408048728,1.44021512310483,0.497153812534852,0.320427206099547,0.659544102230039,0.560810367843338,0.626891631443062,1.08954894122996,2.01971264753477,0.757210126681531,0.416946431413673,1.71473810644642,0.169948524853241,0.214075201049669,1.54856869917221,0,2.77235681895405,2.77235681895405,0,5.54471363790809,9.70324886633916,11.0894272758162,5.54471363790809,11.1706224206638,13.8617840947702,2.77235681895405,4.15853522843107,2.77235681895405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
