"year","month","fleet","sex","partition","ageerr","Lbin_lo","Lbin_hi","input_n","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","f58","f60","f62","f64","f66","f68","f70","f72","f74","f76","f78","f80","f82","f84","f86","f88","f90","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56","m58","m60","m62","m64","m66","m68","m70","m72","m74","m76","m78","m80","m82","m84","m86","m88","m90"
1997,7,5,3,0,1,-1,-1,361,43.4487550039662,1.06542502836968,1.76344152655104,0.915615371478366,0.580635161266956,0.921063061310742,0.742216381819228,0.450653776375629,1.31428490676216,1.17175140898371,0.288560108817028,0.382291393088364,0.2925953350928,0.491972758292663,0.240887490581055,0.374804860092305,0.320734091121561,0.0531237482079433,0.191639624674489,0.0316883298114719,0,0,0.0214354183964713,0,0,0.0316883298114719,0,0,0,0,0,0,0,0,0,0,0,30.7737700607204,1.03547525269837,1.14644372319876,1.07446074595226,1.3725146006471,1.58564261366506,0.820970326911674,0.616605220428269,0.588597010043621,1.52757988179612,1.60804826313176,0.561519190948091,0.476290044979258,0.254161580662288,0.276436305766338,0.376944116533817,0.316043367974949,0.239255606020965,0.0648272910906084,0.129202881889408,0.0599488000695509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,7,5,3,0,1,-1,-1,378,38.026229871233,0.837634628528594,1.77847388363966,1.24500534331168,1.35782874529574,0.80707921102403,0.693760065014807,1.23687117777637,0.0814611947816478,0.212343621193443,0.368468101514907,0.328551490243054,1.18555828285738,0.14623649680969,0.198151933991159,0.39985970474846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.376308868661,1.1277743432392,1.49870758650858,0.57855241181994,2.64758451456101,0.766917077579861,0.753343353482388,0.501703463815838,1.8125206730043,0.294199953835438,0.168620750490506,0.478834148483166,0.410314056029485,0.734999579091154,1.51054585504691,0,0,0.397423029386794,0.0381365830007614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,5,3,0,1,-1,-1,468,39.4139736080511,1.57758615355626,1.45588969244151,1.66176433056111,1.1272423606613,0.721893072273287,1.18228539020551,0.998021130700566,1.17075903454308,0.836367945534066,0.931301491342209,0.611297127362277,0.453100583998236,0.502773497901859,0.169232543496947,0.404741052703426,0.0641941251987556,0.033466696135349,0,0,0.0428661396730624,0,0,0.102878935792823,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8939526921164,1.5299931457919,1.0804846135707,1.10304298611487,0.895589958511334,1.26777451347483,0.718381946301889,1.26149368787945,0.665638783633518,1.13114305992526,0.643529000123388,1.00165583424451,0.387932932600936,0.615538206338047,0.432204536462883,0.240328759853056,0.303481317589723,0.170909133366201,0.0338526095927853,0.0187833749373648,0.142653995438254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,5,3,0,1,-1,-1,297,45.7773466244821,0.903693074735376,0.910665241541418,0.410779093469934,0.987049356961833,0.525426669751186,0.527529098052512,0.645641262970434,0.375177993065323,0.251762956170734,0.213336794515782,0.704138665070528,0.821150589567096,0,0.152943851315788,0.232263524504387,0.155583625496942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4480003143272,2.55454458265048,1.63043354884154,1.04230368039775,0.445505129716013,0.735109678507067,0.403919732627243,0.520262795976301,0.345914722954345,0.378566942856992,0.755297175500328,0.24704951457481,1.18936603622894,0.987142063100755,0.810976334053442,0.545878821353102,0.0400050715846176,0,0.325235433077716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
