"year","month","fleet","sex","partition","input_n","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","f58","f60","f62","f64","f66","f68","f70","f72","f74","f76","f78","f80","f82","f84","f86","f88","f90","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56","m58","m60","m62","m64","m66","m68","m70","m72","m74","m76","m78","m80","m82","m84","m86","m88","m90"
1980,7,"Enter Fleet",0,0,28,0,0,0,0,0,0,0,0.858626621548349,6.58489782512948,20.1756584526628,25.764493780282,11.4539812920187,3.55712631089904,3.01532539562405,7.58727059848913,9.22641371599925,5.95875185233596,2.9102086580566,1.40002171547699,0.61987624408465,0.223298306008174,0.199767059170324,0.128177198911848,0.0215179098894379,0.0215179098894379,0.0506498560003085,0.0115927212964426,0.176198035151715,0.0430358197788757,0,0.0115927212964426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,7,"Enter Fleet",0,0,399,0,0,0.0961469350178667,0.267347270976208,0.695996449444258,0.501889893614488,0.218336901188204,3.28479579339758,16.8103641170644,24.4725176289678,16.1641191703519,7.97525052950696,7.09688275742985,7.21862383413852,4.65233279149709,3.3782953214291,1.90537806721119,1.4807160149391,0.826963706645749,0.497346163403762,0.62672737991347,0.527743445265484,0.375577509967334,0.178417385966794,0.190070935243229,0.116949863115476,0.113821577857218,0.014266289147074,0.134685297794394,0.0440562162396399,0.0672075398484652,0.0301999967957088,0,0,0.0369732166217202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,7,"Enter Fleet",0,0,28,0,0,0,2.61500299524305,0,0,0,0.775047937440417,5.25697914673288,24.6842200884381,31.4699762258791,19.8517216064438,5.60709093471075,4.38731631798685,2.29098504971741,1.78156681700636,0.640046440200666,0,0,0,0,0,0,0,0,0,0.320023220100333,0,0,0,0.320023220100333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,7,"Enter Fleet",0,0,78,0.0460011426024611,1.49446540781621,11.0362035648649,35.7198308323516,34.8792761179844,10.914063089892,2.07695473934803,0.0646586588857098,0.100273863444166,0.226079429362265,0.171008154265842,0.366171576334256,1.16157605295615,1.53772248686249,0.123351426152149,0.0823634568773524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,7,"Enter Fleet",0,0,78,0,0.11385670423337,0.22484542856603,1.01249954652374,0.819425615537569,0.0554943621663301,0.253104529881473,1.6257195015685,5.09414796217664,11.0379214346249,10.1095083479537,7.81986514566734,14.861726134645,18.1027263453509,12.3932657439077,7.94725901184631,3.35243629663144,1.50072596401103,0.400075938812705,0.320666416536671,0.370513738305551,0.815746137143473,0.217788706439932,0.116314147285979,0.370513738305551,0.171497547125225,0.352386439372648,0.170476462100024,0,0,0.123164217760117,0.123164217760117,0,0,0,0,0.123164217760117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
