Year,month,fleet,sex,part,input_n,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90
1985,1,3,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0.078300209,0.210677925,0.732902041,0.275899911,0.234073305,0.335489797,0,0.066328406,0.066328406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078300209,0.210677925,0.732902041,0.275899911,0.234073305,0.335489797,0,0.066328406,0.066328406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,1,3,0,1,25,0,0,0,0,0,0,0,0,0.03271382,0.042799781,0.269650417,0.389219384,0.709337783,0.340851512,0.130855282,0.042799781,0,0,0,0.041772239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03271382,0.042799781,0.269650417,0.389219384,0.709337783,0.340851512,0.130855282,0.042799781,0,0,0,0.041772239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
