"year","sex","age","pred_weight"
2024,"F",0,0.133026364147662
2024,"F",1,0.43050285169741
2024,"F",2,0.798312482292217
2024,"F",3,1.17003148443882
2024,"F",4,1.53555640268109
2024,"F",5,1.74223264279732
2024,"F",6,1.97392339413759
2024,"F",7,2.13854724727724
2024,"F",8,2.20917335254535
2024,"F",9,2.23400951374911
2024,"F",10,2.23759076948501
2024,"F",11,2.3283071595496
2024,"F",12,2.39875312847885
2024,"F",13,2.44086928267263
2024,"F",14,2.45792018894813
2024,"F",15,2.49324641899952
2024,"F",16,2.61338998115935
2024,"F",17,2.62905476175924
2024,"F",18,2.70199100907737
2024,"F",19,2.83873592199317
2024,"F",20,2.77552300987041
2024,"F",21,2.79478637014175
2024,"F",22,2.86639347726305
2024,"F",23,2.85459343263303
2024,"F",24,2.88956706699254
2024,"F",25,2.83107284644514
2024,"F",26,2.80989450919134
2024,"F",27,2.90024183621812
2024,"F",28,2.94335010715676
2024,"F",29,2.98141351336225
2024,"F",30,2.93336435095747
2024,"M",0,0.136215740128356
2024,"M",1,0.420389128984629
2024,"M",2,0.742346678708564
2024,"M",3,1.00786773479734
2024,"M",4,1.24820095895546
2024,"M",5,1.36460262452496
2024,"M",6,1.46697336203966
2024,"M",7,1.54968096878256
2024,"M",8,1.61850156401484
2024,"M",9,1.66315632885279
2024,"M",10,1.67943154653608
2024,"M",11,1.69591798340564
2024,"M",12,1.68217640927027
2024,"M",13,1.75158228568727
2024,"M",14,1.82973158793189
2024,"M",15,1.82273984564925
2024,"M",16,1.89089167793691
2024,"M",17,1.93639559699108
2024,"M",18,1.91490358032541
2024,"M",19,1.93097897285139
2024,"M",20,1.96456502257295
2024,"M",21,2.03970390255514
2024,"M",22,2.05846049972842
2024,"M",23,2.02573005716486
2024,"M",24,2.03897798592434
2024,"M",25,2.04578239922233
2024,"M",26,2.07702456460779
2024,"M",27,2.05845097948614
2024,"M",28,2.04597347488755
2024,"M",29,2.1370127119642
2024,"M",30,2.09042712258102
